coefficient_case,family,contrast_target,contrast_observed,grad_logk_inf,total_variation_proxy,n,n_unknowns,method,tolerance,converged,iterations,setup_seconds,solve_seconds,total_seconds,residual_norm,memory_estimate_mb,best_method,is_best,speedup_vs_cg
checkerboard_c30,checkerboard,30.0,30.0,613.2774818454462,407.59215686274507,256,64516,amg-pcg,1e-08,True,15,0.1687362000811845,0.11498149996623397,0.2837177000474185,4.205379999427393e-09,5.402774810791016,amg-pcg,True,6.807394109515699
checkerboard_c100,checkerboard,100.0,100.0,205.14986522290855,1408.0,64,3844,cg,1e-08,True,443,7.00005330145359e-07,0.024480200023390353,0.024480900028720498,8.53720063550755e-09,0.3197669982910156,jacobi-pcg,False,1.0
checkerboard_c100,checkerboard,100.0,100.0,205.14986522290855,1408.0,64,3844,jacobi-pcg,1e-08,True,171,8.389994036406279e-05,0.008353700046427548,0.00843759998679161,8.56726025116485e-09,0.3197669982910156,jacobi-pcg,True,2.9014056209163024
checkerboard_c100,checkerboard,100.0,100.0,205.14986522290855,1408.0,64,3844,amg-pcg,1e-08,True,13,0.008241800009272993,0.00694130000192672,0.015183100011199713,6.701334993061797e-09,0.3197669982910156,jacobi-pcg,False,1.612378237030799
checkerboard_c100,checkerboard,100.0,100.0,413.55607751284737,1396.9133858267717,128,15876,cg,1e-08,True,1050,5.00003807246685e-07,0.6554559000069275,0.6554564000107348,9.307491102354429e-09,1.3266029357910156,amg-pcg,False,1.0
checkerboard_c100,checkerboard,100.0,100.0,413.55607751284737,1396.9133858267717,128,15876,jacobi-pcg,1e-08,True,350,0.0001677999971434474,0.21349220001138747,0.21366000000853091,9.663696652581425e-09,1.3266029357910156,amg-pcg,False,3.0677543760393338
checkerboard_c100,checkerboard,100.0,100.0,413.55607751284737,1396.9133858267717,128,15876,amg-pcg,1e-08,True,17,0.05562360002659261,0.045125799952074885,0.1007493999786675,2.275067259660086e-09,1.3266029357910156,amg-pcg,True,6.505809465361779
checkerboard_c100,checkerboard,100.0,100.0,830.368502092725,1391.4352941176471,256,64516,cg,1e-08,True,2268,2.00001522898674e-07,3.1686467999825254,3.1686469999840483,9.554368262969479e-09,5.402774810791016,amg-pcg,False,1.0
checkerboard_c100,checkerboard,100.0,100.0,830.368502092725,1391.4352941176471,256,64516,jacobi-pcg,1e-08,True,718,0.0002935999073088169,0.8962124000536278,0.8965059999609366,9.718334064724532e-09,5.402774810791016,amg-pcg,False,3.5344403719797923
checkerboard_c100,checkerboard,100.0,100.0,830.368502092725,1391.4352941176471,256,64516,amg-pcg,1e-08,True,17,0.1683150000171736,0.13091870001517236,0.29923370003234595,3.6720464068128246e-09,5.402774810791016,amg-pcg,True,10.589205024840219
