n,contrast,geometry,variant,average,rhs,jacobi_setup,jacobi_solve,jacobi_total,jacobi_iterations,amg0_setup,amg0_solve,amg0_total,amg0_iterations,accepted,max_residual,winner,jacobi_wins,repeats,min_paired_ratio,max_paired_ratio,stable
96,1000.0,connected,centered,arithmetic,ones,6.099999973230297e-05,0.026435599999786064,0.026498099999116675,454.0,0.015348699999776727,0.014467800000602438,0.029816500000379165,14.0,True,9.972226770751474e-10,jacobi,5,5,0.8117996189885689,0.9815274525326365,True
96,1000.0,connected,centered,arithmetic,random,6.510000002890592e-05,0.027758000000176253,0.027824900000268826,442.0,0.016202600000724487,0.013479799999913666,0.029924600000413193,12.0,True,9.424474270842846e-10,jacobi,5,5,0.8908957015888889,0.9668734084887665,True
96,1000.0,connected,centered,harmonic,dipole_x,6.289999964792514e-05,0.025123100000200793,0.02519670000037877,437.0,0.01523300000008021,0.012836200000492681,0.02806920000057289,13.0,True,9.111122240860413e-10,jacobi,5,5,0.8643956157143677,0.9520061030457876,True
96,1000.0,connected,centered,harmonic,dipole_y,5.7899999774235766e-05,0.02515159999984462,0.025208099999872502,450.0,0.014505499999359017,0.01406940000015311,0.02917000000070402,14.0,True,9.231380927028886e-10,jacobi,5,5,0.8376776426517402,0.9405837189008714,True
96,1000.0,connected,centered,harmonic,ones,5.63000003239722e-05,0.025928799999746843,0.025985100000070815,445.0,0.01478549999956158,0.013784400000076857,0.028569899999638437,14.0,True,1.0672326654727145e-09,jacobi,5,5,0.8755367394313076,0.9373965116022486,True
96,1000.0,connected,centered,harmonic,random,5.560000045079505e-05,0.02364069999930507,0.023696299999755865,433.0,0.014588000000003376,0.011818599999969592,0.026172300000325777,12.0,True,9.63991313770639e-10,jacobi,5,5,0.8985759753621441,0.9070273042896361,True
96,1000.0,connected,shift_x,arithmetic,dipole_x,6.800000028306386e-05,0.023686699999416305,0.02375469999969937,440.0,0.015409100000397302,0.013083199999528006,0.028430800000023737,13.0,True,8.942789972554029e-10,jacobi,5,5,0.8251627037639649,0.8642739564219627,True
96,1000.0,connected,shift_x,arithmetic,dipole_y,5.760000021837186e-05,0.02428680000048189,0.02434739999989688,451.0,0.015467300000636897,0.014155699999719218,0.02920910000011645,14.0,True,9.983137773360147e-10,jacobi,5,5,0.7292893268296201,0.89836793054014,True
96,1000.0,connected,shift_x,arithmetic,ones,6.330000087473309e-05,0.02470050000010815,0.024757600000157254,455.0,0.014905400000316149,0.013630700000248908,0.02860679999957938,14.0,True,9.979426983036418e-10,jacobi,5,5,0.8496702606521411,0.9233741773761743,True
96,1000.0,connected,shift_x,arithmetic,random,5.500000042957254e-05,0.023862000000008265,0.02392299999974057,442.0,0.014864400000078604,0.01162449999992532,0.02659990000029211,12.0,True,9.189572051723579e-10,jacobi,4,5,0.874381401620652,1.0980043653570504,False
96,1000.0,connected,shift_x,harmonic,dipole_x,6.239999947865726e-05,0.02501589999974385,0.025072099999306374,437.0,0.014488200000414508,0.011886399999639252,0.02637460000005376,12.0,True,9.220434464355267e-10,jacobi,4,5,0.8857120107848867,1.0275186584932088,False
96,1000.0,connected,shift_x,harmonic,dipole_y,5.599999985861359e-05,0.025061000000278,0.02511549999962881,451.0,0.014689300000100047,0.013128699999469973,0.02781799999957002,13.0,True,9.152036792933944e-10,jacobi,5,5,0.8660135026434533,0.9452625830629603,True
96,1000.0,connected,shift_x,harmonic,ones,5.48999996681232e-05,0.024343099999896367,0.024397099999987404,444.0,0.01445640000019921,0.011750600000596023,0.026229300000522926,12.0,True,1.1008488055105337e-09,jacobi,4,5,0.8741308057499598,1.0008730693857237,False
96,1000.0,connected,shift_x,harmonic,random,5.4400000408350024e-05,0.02338750000035361,0.023439900000994385,434.0,0.01459930000055465,0.010822600000210514,0.025172800000291318,11.0,True,9.068133163267647e-10,jacobi,5,5,0.876386379758063,0.9846262632666362,True
96,1000.0,connected,transpose,arithmetic,dipole_x,5.3499999921768904e-05,0.023979900000085763,0.02403480000066338,440.0,0.014702899999974761,0.012548400000014226,0.027232200000071316,13.0,True,9.161955011521065e-10,jacobi,5,5,0.8032269707508198,0.9477051247562915,True
96,1000.0,connected,transpose,arithmetic,dipole_y,5.680000049324008e-05,0.024331000000529457,0.024387800001022697,450.0,0.014274299999669893,0.012870799999291194,0.027478599999994913,13.0,True,9.829793971890795e-10,jacobi,5,5,0.8221250062878325,0.9096531145684736,True
96,1000.0,connected,transpose,arithmetic,ones,5.999999939376721e-05,0.025102599999627273,0.02515549999952782,454.0,0.014605700000174693,0.013709799999560346,0.02831549999973504,14.0,True,1.000904409969774e-09,jacobi,4,5,0.7858834335161458,1.108452944721238,False
96,1000.0,connected,transpose,arithmetic,random,6.089999988034833e-05,0.023893999999927473,0.02395489999980782,442.0,0.014894900000399502,0.012146500000199012,0.026860900000428956,12.0,True,9.422874085442483e-10,jacobi,5,5,0.8142773619318092,0.9530004943367246,True
96,1000.0,connected,transpose,harmonic,dipole_x,5.480000072566327e-05,0.023620600000867853,0.023685000000114087,437.0,0.01314879999972618,0.012798299999303708,0.02563929999996617,13.0,True,9.116272189847934e-10,jacobi,5,5,0.8667215269740041,0.9588231616154163,True
96,1000.0,connected,transpose,harmonic,dipole_y,5.540000074688578e-05,0.024035700000240467,0.024089200000162236,450.0,0.013253099999928963,0.012453199999981734,0.02602019999994809,13.0,True,9.243637454043341e-10,jacobi,4,5,0.9160805835958046,1.0232871714030702,False
96,1000.0,connected,transpose,harmonic,ones,5.710000004910398e-05,0.023826000000553904,0.023889100000815233,445.0,0.013499900000169873,0.012401900000440946,0.025890100000651728,13.0,True,1.0770126691037334e-09,jacobi,5,5,0.9044107337054731,0.958083159644286,True
96,1000.0,connected,transpose,harmonic,random,5.62999994144775e-05,0.02331010000034439,0.023364300001048832,433.0,0.012947100000019418,0.010530100000323728,0.023477200000343146,11.0,True,9.634835116513852e-10,jacobi,3,5,0.9113756665812295,1.0241468317889977,False
96,1000.0,disconnected,centered,arithmetic,dipole_x,5.94000002820394e-05,0.010664800000085961,0.010717799999838462,199.0,0.014659000000392552,0.015328899999985879,0.029838200000085635,16.0,True,9.403046779773977e-10,jacobi,5,5,0.34898782524143673,0.38830090284585783,True
96,1000.0,disconnected,centered,arithmetic,dipole_y,5.529999998543644e-05,0.012946499999998196,0.013001899999835587,243.0,0.014536499999849184,0.01526929999999993,0.030166199999257515,15.0,True,9.622303294165334e-10,jacobi,5,5,0.4088840668514011,0.4705469845686776,True
96,1000.0,disconnected,centered,arithmetic,ones,5.599999985861359e-05,0.014728899999681744,0.014784899999540357,275.0,0.014750000000276486,0.015408800000841438,0.029956200000015087,16.0,True,9.287716920238519e-10,jacobi,5,5,0.4633477091537387,0.5247237708590714,True
96,1000.0,disconnected,centered,arithmetic,random,5.439999949885532e-05,0.026071500000398373,0.02612420000059501,470.0,0.015069799999764655,0.01346300000022893,0.02840589999959775,14.0,True,9.863196901310128e-10,jacobi,5,5,0.8498943601786165,0.974017321798718,True
96,1000.0,disconnected,centered,harmonic,dipole_x,5.529999998543644e-05,0.011757899999793153,0.011811999999736145,197.0,0.014699999999720603,0.015064100000017788,0.030037299999094103,15.0,True,9.461492820288712e-10,jacobi,5,5,0.3713854238739234,0.42010433699674227,True
96,1000.0,disconnected,centered,harmonic,dipole_y,5.779999992228113e-05,0.014612699999815959,0.01466789999994944,246.0,0.014917599999535014,0.015737300000182586,0.0306548999997176,15.0,True,8.471699118331582e-10,jacobi,5,5,0.4456661364024175,0.48546235674954596,True
96,1000.0,disconnected,centered,harmonic,ones,5.890000011277152e-05,0.01656379999985802,0.016619600000012724,276.0,0.014179499999954714,0.014822699999967881,0.028880599999865808,15.0,True,9.926990720174024e-10,jacobi,5,5,0.4612234196721185,0.5841933578976349,True
96,1000.0,disconnected,centered,harmonic,random,5.8399999943503644e-05,0.02598390000002837,0.026042299999971874,470.0,0.01605440000003,0.014972200000556768,0.031026600000586768,14.0,True,9.422788245846294e-10,jacobi,5,5,0.7249002580467532,0.9901793944254647,True
96,1000.0,disconnected,shift_x,arithmetic,dipole_x,5.7700000070326496e-05,0.01848619999964285,0.018544999999903666,336.0,0.01445999999941705,0.015969099999892933,0.030429099999309983,16.0,True,8.543504510463124e-10,jacobi,5,5,0.5901652908355324,0.6277387249924649,True
96,1000.0,disconnected,shift_x,arithmetic,dipole_y,5.419999979494605e-05,0.016672099999595957,0.016756099999838625,306.0,0.014096199999585224,0.015399599999909697,0.029554699999607692,16.0,True,9.39143095115245e-10,jacobi,5,5,0.5312841679928338,0.6235514432090513,True
96,1000.0,disconnected,shift_x,arithmetic,ones,5.719999990105862e-05,0.01900779999959923,0.019062899999880756,352.0,0.014465199999904144,0.015137099999265047,0.029857199999241857,16.0,True,9.536179824784279e-10,jacobi,5,5,0.6097785174417147,0.7153589488516782,True
96,1000.0,disconnected,shift_x,arithmetic,random,5.559999954130035e-05,0.02583909999975731,0.025901799999701325,469.0,0.014635100000305101,0.013699900000574416,0.02808770000046934,14.0,True,9.751255544367017e-10,jacobi,5,5,0.8548477057440365,0.935121710606824,True
96,1000.0,disconnected,shift_x,harmonic,dipole_x,5.539999983739108e-05,0.019548700000086683,0.019616900000073656,336.0,0.01440329999968526,0.015066099999785365,0.028954000000339875,15.0,True,9.784214399938253e-10,jacobi,5,5,0.6169783295808636,0.7122512661295746,True
96,1000.0,disconnected,shift_x,harmonic,dipole_y,5.650000002788147e-05,0.01760999999987689,0.01767759999984264,307.0,0.014138900000034482,0.014899499999955879,0.029118199999174976,15.0,True,8.784522641030796e-10,jacobi,5,5,0.6000495566167195,0.6300416087813302,True
96,1000.0,disconnected,shift_x,harmonic,ones,5.560000045079505e-05,0.019410599999901024,0.019474499999887485,351.0,0.014818499999819323,0.015776899999764282,0.0306217999996079,15.0,True,1.0405627993303632e-09,jacobi,5,5,0.6071556864813764,0.7035904093191594,True
96,1000.0,disconnected,shift_x,harmonic,random,5.8399999943503644e-05,0.0261385000003429,0.026200900000731053,473.0,0.014536599999701139,0.013638100000207487,0.028187599999910162,13.0,True,9.402780609630928e-10,jacobi,4,5,0.9134325756810898,1.0431005122632562,False
96,1000.0,disconnected,transpose,arithmetic,dipole_x,5.810000038763974e-05,0.010917499999777647,0.01097239999944577,199.0,0.01448789999994915,0.015968700000485114,0.030309200000374403,16.0,True,9.403063198193003e-10,jacobi,5,5,0.34942919157297464,0.3870987798277721,True
96,1000.0,disconnected,transpose,arithmetic,dipole_y,6.159999975352548e-05,0.013766600000053586,0.013838699999723758,243.0,0.014767000000574626,0.015687899999647925,0.030907899999874644,16.0,True,9.556965473856579e-10,jacobi,5,5,0.4226770431659421,0.4736030841448229,True
96,1000.0,disconnected,transpose,arithmetic,ones,5.7899999774235766e-05,0.015551899999991292,0.015611099999659928,275.0,0.01409719999992376,0.01630029999978433,0.03049040000041714,16.0,True,9.459378857151915e-10,jacobi,5,5,0.4949793304660581,0.5557290163180137,True
96,1000.0,disconnected,transpose,arithmetic,random,5.9499999224499334e-05,0.026332299999921815,0.02640279999923223,470.0,0.014431699999477132,0.014507200000480225,0.028803600001083396,14.0,True,9.862819459200303e-10,jacobi,3,5,0.8554461113160757,1.1592773339769697,False
96,1000.0,disconnected,transpose,harmonic,dipole_x,5.7700000070326496e-05,0.01083939999989525,0.010894399999415327,197.0,0.01341480000064621,0.014948300000469317,0.02873989999989135,15.0,True,9.46161201548045e-10,jacobi,5,5,0.37462647045530223,0.4755914187360486,True
96,1000.0,disconnected,transpose,harmonic,dipole_y,5.669999973179074e-05,0.013569099999585887,0.01363130000027013,246.0,0.013536200000089593,0.014459299999543873,0.027995499999633466,15.0,True,8.411029317240611e-10,jacobi,5,5,0.47901563418608617,0.523505563421779,True
96,1000.0,disconnected,transpose,harmonic,ones,5.6999999287654646e-05,0.015256399999998393,0.015309399999750894,276.0,0.013898100000005797,0.015012800000477,0.028409800000190444,15.0,True,9.67740334220744e-10,jacobi,5,5,0.48418969170502263,0.6806602701842505,True
96,1000.0,disconnected,transpose,harmonic,random,5.7300000662507955e-05,0.026031000000330096,0.026094300000295334,470.0,0.013741799999479554,0.012728099999549158,0.026770299999043345,13.0,True,9.421657398966224e-10,jacobi,4,5,0.8995774433422041,1.0417012244280834,False
