n,contrast,shift_x,shift_y,alpha,repeat,order,method,seed,audit_seconds,operator_reflection_defect,rhs_even_fraction,rhs_odd_fraction,setup,solve,total,iterations,info,residual,accepted,complexity
128,1000.0,2,0,0.0,2,0,jacobi,3703,0.0023257000002558925,0.6970344458816073,5.312517350595355e-32,1.0,0.00015889999940554844,0.03932040000017878,0.03947929999958433,452,0,9.602468327619275e-10,True,0.0
128,1000.0,2,0,0.0,2,1,amg0,3703,0.0023257000002558925,0.6970344458816073,5.312517350595355e-32,1.0,0.025317399999948975,0.02377059999980702,0.049087999999755993,14,0,8.845004244733031e-10,True,1.3399006034788783
192,1000.0,0,4,0.0,0,0,amg0,3701,0.004209300000184157,0.0,2.716841757413203e-32,0.9999999999999998,0.050762299999405514,0.05928530000073806,0.11004760000014358,17,0,3.5090273211388767e-10,True,1.3386725269834205
192,1000.0,0,4,0.0,0,1,jacobi,3701,0.004209300000184157,0.0,2.716841757413203e-32,0.9999999999999998,0.0003411999996387749,0.09687659999963216,0.09721779999927094,505,0,9.393362078850924e-10,True,0.0
192,1000.0,0,4,0.0,1,0,amg0,3702,0.004209300000184157,0.0,2.716841757413203e-32,0.9999999999999998,0.04982120000022405,0.06076829999983602,0.11058950000006007,17,0,3.5674139777318123e-10,True,1.3386725269834205
192,1000.0,0,4,0.0,1,1,jacobi,3702,0.004209300000184157,0.0,2.716841757413203e-32,0.9999999999999998,0.00024980000034702243,0.09558070000002772,0.09583050000037474,505,0,9.393362078850924e-10,True,0.0
192,1000.0,0,4,0.0,2,0,jacobi,3703,0.004209300000184157,0.0,2.716841757413203e-32,0.9999999999999998,0.0002193000000261236,0.09103789999971923,0.09125719999974535,505,0,9.393362078850924e-10,True,0.0
192,1000.0,0,4,0.0,2,1,amg0,3703,0.004209300000184157,0.0,2.716841757413203e-32,0.9999999999999998,0.04410540000026231,0.05691110000043409,0.1010165000006964,17,0,3.557947241416618e-10,True,1.3386725269834205
192,1000.0,1,0,0.0,0,0,jacobi,3701,0.0038813999999547377,0.382303009113423,2.716841757413203e-32,0.9999999999999998,0.0001376999998683459,0.1291707000000315,0.12930839999989985,677,0,9.746160329003246e-10,True,0.0
192,1000.0,1,0,0.0,0,1,amg0,3701,0.0038813999999547377,0.382303009113423,2.716841757413203e-32,0.9999999999999998,0.04647259999910602,0.055575299999873096,0.10204789999897912,16,0,1.638330166229701e-10,True,1.3386725269834205
192,1000.0,1,0,0.0,1,0,jacobi,3702,0.0038813999999547377,0.382303009113423,2.716841757413203e-32,0.9999999999999998,0.0005076000006738468,0.12393530000008468,0.12444290000075853,677,0,9.746160329003246e-10,True,0.0
192,1000.0,1,0,0.0,1,1,amg0,3702,0.0038813999999547377,0.382303009113423,2.716841757413203e-32,0.9999999999999998,0.04639769999994314,0.05580939999981638,0.10220709999975952,16,0,1.6338694665071522e-10,True,1.3386725269834205
192,1000.0,1,0,0.0,2,0,jacobi,3703,0.0038813999999547377,0.382303009113423,2.716841757413203e-32,0.9999999999999998,0.00026059999981953297,0.13831649999974616,0.1385770999995657,677,0,9.746160329003246e-10,True,0.0
192,1000.0,1,0,0.0,2,1,amg0,3703,0.0038813999999547377,0.382303009113423,2.716841757413203e-32,0.9999999999999998,0.05299310000009427,0.05631390000053216,0.10930700000062643,16,0,1.6410755207216344e-10,True,1.3386725269834205
