n,contrast,geometry,shift,rhs,method,repeat,order,seed,setup,solve,total,iterations,info,residual,accepted,complexity,levels
128,1000.0,connected,0,odd_x,amg025,1,0,12402,0.03108539999993809,0.09863990000121703,0.12972530000115512,52,0,4.80716183817154e-10,True,1.3036791926568285,4
128,1000.0,connected,0,odd_x,jacobi,1,1,12402,0.0002220999995188322,0.06129490000057558,0.06151700000009441,585,0,9.431822207453842e-10,True,0.0,0
128,1000.0,connected,0,random,amg025,1,2,12402,0.029163400000470574,0.0834365999999136,0.11260000000038417,50,0,6.655257698724525e-10,True,1.3036791926568285,4
128,1000.0,connected,0,odd_x,rs025,1,3,12402,0.02065469999979541,0.02377390000037849,0.0444286000001739,12,0,1.3717001565012148e-10,True,2.1960672447892895,7
128,1000.0,connected,0,random,amg0,1,4,12402,0.028344800000922987,0.020942099999956554,0.04928690000087954,12,0,3.3085472174199355e-10,True,1.3399006034788783,5
128,1000.0,connected,0,odd_x,amg0,1,5,12402,0.03352889999951003,0.025759499998457613,0.059288399997967645,14,0,1.3633921457434427e-10,True,1.3399006034788783,5
128,1000.0,connected,0,random,rs025,1,6,12402,0.02003110000077868,0.01856939999925089,0.03860050000002957,10,0,8.750926747715153e-10,True,2.1960672447892895,7
128,1000.0,connected,0,random,jacobi,1,7,12402,0.00013829999988956843,0.06094170000142185,0.06108000000131142,577,0,8.785575928690151e-10,True,0.0,0
128,1000.0,connected,0,odd_x,rs025,2,0,12403,0.022431700001106947,0.022229700000025332,0.04466140000113228,12,0,1.3717001565012148e-10,True,2.1960672447892895,7
128,1000.0,connected,0,random,jacobi,2,1,12403,0.00014310000005934853,0.05819530000007944,0.05833840000013879,577,0,8.785575928690151e-10,True,0.0,0
128,1000.0,connected,0,random,rs025,2,2,12403,0.022274799999649986,0.018892599999162485,0.04116739999881247,10,0,8.750926747715153e-10,True,2.1960672447892895,7
128,1000.0,connected,0,odd_x,amg025,2,3,12403,0.02751879999959783,0.08762409999872034,0.11514289999831817,52,0,4.821245468240088e-10,True,1.3036791926568285,4
128,1000.0,connected,0,random,amg025,2,4,12403,0.030452799999693525,0.0809863000013138,0.11143910000100732,50,0,6.685265014550511e-10,True,1.3036791926568285,4
128,1000.0,connected,0,odd_x,amg0,2,5,12403,0.030304999998406856,0.02416829999856418,0.054473299996971036,14,0,1.3693211517657594e-10,True,1.3399006034788783,5
128,1000.0,connected,0,random,amg0,2,6,12403,0.025737500000104774,0.022480300000097486,0.04821780000020226,12,0,3.3394421988050044e-10,True,1.3399006034788783,5
128,1000.0,connected,0,odd_x,jacobi,2,7,12403,0.0001733999997668434,0.057768699998632655,0.0579420999983995,585,0,9.431822207453842e-10,True,0.0,0
128,1000.0,connected,0,odd_x,amg025,3,0,12404,0.027949000001171953,0.08768860000054701,0.11563760000171897,52,0,4.817146375435951e-10,True,1.3036791926568285,4
128,1000.0,connected,0,random,jacobi,3,1,12404,0.00012819999938074034,0.0549312999992253,0.05505949999860604,577,0,8.785575928690151e-10,True,0.0,0
128,1000.0,connected,0,odd_x,jacobi,3,2,12404,8.710000111022964e-05,0.05544740000004822,0.05553450000115845,585,0,9.431822207453842e-10,True,0.0,0
128,1000.0,connected,0,odd_x,amg0,3,3,12404,0.029818499999237247,0.02553970000008121,0.05535819999931846,14,0,1.369248834120083e-10,True,1.3399006034788783,5
128,1000.0,connected,0,random,amg0,3,4,12404,0.029345499999180902,0.021966899999824818,0.05131239999900572,12,0,3.339417681951225e-10,True,1.3399006034788783,5
128,1000.0,connected,0,random,rs025,3,5,12404,0.020497399998930632,0.0197667000011279,0.040264100000058534,10,0,8.750926747715153e-10,True,2.1960672447892895,7
128,1000.0,connected,0,odd_x,rs025,3,6,12404,0.02339910000046075,0.023656699999264674,0.04705579999972542,12,0,1.3717001565012148e-10,True,2.1960672447892895,7
128,1000.0,connected,0,random,amg025,3,7,12404,0.03333960000054503,0.0869206999996095,0.12026030000015453,50,0,6.662628378115771e-10,True,1.3036791926568285,4
128,1000.0,connected,0,random,rs025,4,0,12405,0.022480100000393577,0.019949999999880674,0.04243010000027425,10,0,8.750926747715153e-10,True,2.1960672447892895,7
128,1000.0,connected,0,random,amg0,4,1,12405,0.02849699999933364,0.020802099999855272,0.04929909999918891,12,0,3.305653263285629e-10,True,1.3399006034788783,5
128,1000.0,connected,0,random,jacobi,4,2,12405,0.00018980000095325522,0.056280599999809056,0.05647040000076231,577,0,8.785575928690151e-10,True,0.0,0
128,1000.0,connected,0,odd_x,amg025,4,3,12405,0.026310799999919254,0.08288240000001679,0.10919319999993604,52,0,4.785774577316261e-10,True,1.3036791926568285,4
128,1000.0,connected,0,random,amg025,4,4,12405,0.024807499999951688,0.07903149999947345,0.10383899999942514,50,0,6.617492344875611e-10,True,1.3036791926568285,4
128,1000.0,connected,0,odd_x,rs025,4,5,12405,0.01795740000125079,0.02100310000059835,0.03896050000184914,12,0,1.3717001565012148e-10,True,2.1960672447892895,7
128,1000.0,connected,0,odd_x,jacobi,4,6,12405,0.00013110000145388767,0.056590199999845936,0.056721300001299824,585,0,9.431822207453842e-10,True,0.0,0
128,1000.0,connected,0,odd_x,amg0,4,7,12405,0.03089670000008482,0.024761600001511397,0.05565830000159622,14,0,1.3576093237138047e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,odd_x,amg0,0,0,12401,0.02741980000064359,0.02573819999997795,0.05315800000062154,15,0,7.661921951993402e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,odd_x,rs025,0,1,12401,0.024333299999852898,0.019345099999554805,0.0436783999994077,11,0,5.494507888556187e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,amg0,0,2,12401,0.02296099999875878,0.023924700000861776,0.046885699999620556,14,0,3.8362298756237385e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,random,rs025,0,3,12401,0.019466099998680875,0.018149199999243137,0.03761529999792401,10,0,4.106551783440763e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,odd_x,jacobi,0,4,12401,0.0001415999995515449,0.026083000000653556,0.0262246000002051,266,0,9.11683285170616e-10,True,0.0,0
128,1000.0,disconnected,0,random,amg025,0,5,12401,0.031391500000609085,0.08426249999865831,0.1156539999992674,55,0,6.890593194433642e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,random,jacobi,0,6,12401,0.000137400000312482,0.07682659999954922,0.0769639999998617,634,0,9.70628911533691e-10,True,0.0,0
128,1000.0,disconnected,0,odd_x,amg025,0,7,12401,0.03375140000025567,0.09597610000128043,0.1297275000015361,55,0,9.789011559275132e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,jacobi,1,0,12402,0.0002099999983329326,0.03585639999982959,0.036066399998162524,266,0,9.11683285170616e-10,True,0.0,0
128,1000.0,disconnected,0,random,rs025,1,1,12402,0.018255599999974947,0.018512999999074964,0.03676859999904991,10,0,4.106551783440763e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,jacobi,1,2,12402,0.0001436000002286164,0.0785613000007288,0.07870490000095742,634,0,9.70628911533691e-10,True,0.0,0
128,1000.0,disconnected,0,odd_x,amg0,1,3,12402,0.03018280000105733,0.028628799998841714,0.058811599999899045,15,0,7.708596504669601e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,random,amg0,1,4,12402,0.027537500000107684,0.026673800000935444,0.05421130000104313,14,0,3.8661188536641867e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,random,amg025,1,5,12402,0.02831250000053842,0.09741180000128224,0.12572430000182067,55,0,6.974399732635512e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,amg025,1,6,12402,0.02545760000066366,0.0915447999996104,0.11700240000027406,55,0,9.861937367015218e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,rs025,1,7,12402,0.01789160000043921,0.02013289999922563,0.03802449999966484,11,0,5.494507888556187e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,odd_x,amg0,2,0,12403,0.02523069999915606,0.02559579999979178,0.05082649999894784,15,0,7.796232352476314e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,random,amg025,2,1,12403,0.026276000000507338,0.08875990000160527,0.11503590000211261,55,0,6.98481743230031e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,rs025,2,2,12403,0.01827419999972335,0.01988320000054955,0.0381574000002729,11,0,5.494507888556187e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,jacobi,2,3,12403,0.00013749999925494194,0.06433360000119137,0.06447110000044631,634,0,9.70628911533691e-10,True,0.0,0
128,1000.0,disconnected,0,odd_x,amg025,2,4,12403,0.0247996999987663,0.08957910000026459,0.11437879999903089,55,0,9.871899312700205e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,random,amg0,2,5,12403,0.026972900001055677,0.025037900000825175,0.05201080000188085,14,0,3.9025493107027825e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,odd_x,jacobi,2,6,12403,0.00013490000128513202,0.02902399999948102,0.029158900000766153,266,0,9.11683285170616e-10,True,0.0,0
128,1000.0,disconnected,0,random,rs025,2,7,12403,0.018332999999984168,0.019802599999820814,0.03813559999980498,10,0,4.106551783440763e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,rs025,3,0,12404,0.019746399999348796,0.02142900000035297,0.04117539999970177,10,0,4.106551783440763e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,odd_x,amg0,3,1,12404,0.02657759999965492,0.0277925000009418,0.05437010000059672,15,0,7.705516161338604e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,random,amg0,3,2,12404,0.025100599999859696,0.026061599999593454,0.05116219999945315,14,0,3.8590916872992935e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,odd_x,jacobi,3,3,12404,0.00018839999938791152,0.02820620000056806,0.02839459999995597,266,0,9.11683285170616e-10,True,0.0,0
128,1000.0,disconnected,0,random,amg025,3,4,12404,0.026143299999603187,0.09287169999879552,0.11901499999839871,55,0,6.899478563458677e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,amg025,3,5,12404,0.027731399999538553,0.10425860000032117,0.13198999999985972,55,0,9.792448011049287e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,rs025,3,6,12404,0.02065530000072613,0.025096299999859184,0.04575160000058531,11,0,5.494507888556187e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,jacobi,3,7,12404,0.00021120000019436702,0.0755552999999054,0.07576650000009977,634,0,9.70628911533691e-10,True,0.0,0
128,1000.0,disconnected,0,random,jacobi,4,0,12405,9.509999836154748e-05,0.0650076000001718,0.06510269999853335,634,0,9.70628911533691e-10,True,0.0,0
128,1000.0,disconnected,0,odd_x,amg0,4,1,12405,0.029753800001344644,0.028648499999690102,0.058402300001034746,15,0,7.671791705852992e-10,True,1.3399006034788783,5
128,1000.0,disconnected,0,odd_x,rs025,4,2,12405,0.02112470000065514,0.024422799999229028,0.04554749999988417,11,0,5.494507888556187e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,amg025,4,3,12405,0.03213839999989432,0.1065612999991572,0.13869969999905152,55,0,6.858323901369813e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,amg025,4,4,12405,0.03235780000068189,0.10879969999950845,0.14115750000019034,55,0,9.76188566032023e-10,True,1.308458846797505,4
128,1000.0,disconnected,0,odd_x,jacobi,4,5,12405,0.00017240000124729704,0.029252399999677436,0.029424800000924733,266,0,9.11683285170616e-10,True,0.0,0
128,1000.0,disconnected,0,random,rs025,4,6,12405,0.01988799999890034,0.019593499999245978,0.03948149999814632,10,0,4.106551783440763e-10,True,2.199439626755921,7
128,1000.0,disconnected,0,random,amg0,4,7,12405,0.02985120000084862,0.027082000000518747,0.05693320000136737,14,0,3.8433710328557736e-10,True,1.3399006034788783,5
