n,contrast,geometry,average,rhs,method,count,iterations,median_total,all_accepted,max_residual
64,100.0,connected,arithmetic,ones,cg,2,1550.0,0.059556400000019494,True,8.94600287231212e-09
64,100.0,connected,arithmetic,random,jacobi,2,259.0,0.008174899999630725,True,9.960568706308705e-09
64,100.0,connected,arithmetic,dipole,jacobi,2,253.0,0.007940800000596937,True,9.820326369872541e-09
64,100.0,connected,arithmetic,ones,amg0,2,11.0,0.014036599999599275,True,6.938591613637377e-09
64,100.0,connected,arithmetic,dipole,amg025,2,23.0,0.02123334999942017,True,9.841287894410978e-09
64,100.0,connected,arithmetic,random,amg0,2,10.0,0.012063799999850744,True,1.8918893567207345e-09
64,100.0,connected,arithmetic,random,amg025,2,23.0,0.023766950000208453,True,7.067643473952737e-09
64,100.0,connected,arithmetic,ones,amg025,2,24.0,0.01675840000007156,True,4.43855983766496e-09
64,100.0,connected,arithmetic,dipole,cg,2,1557.0,0.048625600000377744,True,9.826510503761244e-09
64,100.0,connected,arithmetic,ones,jacobi,2,264.0,0.008336649999819201,True,9.030602105935681e-09
64,100.0,connected,arithmetic,random,cg,2,1592.0,0.04924380000056772,True,9.513976745811503e-09
128,1000000.0,connected,arithmetic,ones,amg0,2,13.0,0.04933160000018688,False,2.2112595324486797e-07
128,1000000.0,connected,arithmetic,random,cg,2,8000.0,0.69807714999979,False,0.18153572587381797
128,1000000.0,connected,arithmetic,dipole,jacobi,2,681.0,0.063126249999641,True,3.475028037948837e-08
128,1000000.0,connected,arithmetic,ones,jacobi,2,695.0,0.0585174999996525,False,1.1000240177844995e-06
128,1000000.0,connected,arithmetic,random,amg0,2,11.0,0.03897869999991599,True,6.986155912082635e-09
128,1000000.0,connected,arithmetic,ones,amg025,2,60.0,0.10923684999943362,False,3.2177231978688116e-07
128,1000000.0,connected,arithmetic,random,jacobi,2,675.0,0.0588647999998102,True,9.375392699351008e-09
128,1000000.0,connected,arithmetic,ones,cg,2,8000.0,0.640873800000918,False,0.16014247736436166
128,1000000.0,connected,arithmetic,dipole,cg,2,8000.0,0.6693756499994379,False,0.07044803760566534
128,1000000.0,connected,arithmetic,dipole,amg025,2,60.0,0.11363735000031738,True,1.3704239475136207e-08
128,1000000.0,connected,arithmetic,random,amg025,2,60.0,0.11475565000000643,True,3.811373356638473e-09
128,1000000.0,connected,arithmetic,dipole,amg0,2,13.0,0.04343479999943156,True,7.976706665989232e-09
