n,contrast,motif,shift,rhs,method,repeat,order,seed,setup,solve,total,iterations,info,residual,accepted,complexity,levels
192,1000.0,three_by_six,0,odd_x,jacobi,6,19,13407,0.00042969999958586413,0.11013730000013311,0.11056699999971897,424,0,9.925992214146663e-10,True,0.0,0
192,1000.0,two_by_eight,0,random,amg0,6,20,13407,0.05417440000019269,0.06032319999940228,0.11449759999959497,15,0,8.847173841163747e-10,True,1.3386725269834205,5
192,1000.0,three_by_six,0,random,jacobi,6,21,13407,0.0002746999998635147,0.250791799999206,0.2510664999990695,951,0,9.931286841477768e-10,True,0.0,0
192,1000.0,three_by_six,1,odd_x,jacobi,6,22,13407,0.00038970000059634913,0.16079459999855317,0.16118429999914952,677,0,9.86997938544521e-10,True,0.0,0
192,1000.0,two_by_eight,0,random,jacobi,6,23,13407,0.00038949999907345045,0.23824419999982638,0.23863369999889983,949,0,9.941891616592456e-10,True,0.0,0
160,1000.0,two_by_eight,1,random,amg0,0,0,13401,0.042518800000834744,0.04553239999950165,0.0880512000003364,14,0,2.9133219093622954e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,odd_x,amg0,0,1,13401,0.03729179999936605,0.054318599999533035,0.09161039999889908,17,0,4.859002012488612e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,jacobi,0,2,13401,0.00024029999985941686,0.13865199999963806,0.13889229999949748,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,jacobi,0,3,13401,0.0001145999995060265,0.05677230000037525,0.05688689999988128,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,jacobi,0,4,13401,0.00014100000043981709,0.10109339999871736,0.10123439999915718,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,jacobi,0,5,13401,0.000152900000102818,0.07058839999990596,0.07074130000000878,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,two_by_eight,0,random,rs025,0,6,13401,0.0345962999999756,0.02924159999929543,0.06383789999927103,10,0,3.441954428573221e-10,True,2.1989081070634846,7
160,1000.0,three_by_six,0,random,jacobi,0,7,13401,0.00024420000045211054,0.14733220000016445,0.14757640000061656,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,two_by_eight,0,random,amg0,0,8,13401,0.03791999999884865,0.035790299998552655,0.07371029999740131,14,0,2.0234520284684235e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,odd_x,rs025,0,9,13401,0.03857579999930749,0.03289270000095712,0.07146850000026461,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,three_by_six,1,random,jacobi,0,10,13401,0.00020659999972849619,0.13371209999968414,0.13391869999941264,789,0,9.728565115343825e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,amg0,0,11,13401,0.043353700000807294,0.040859200000340934,0.08421290000114823,16,0,8.780882895965551e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,odd_x,rs025,0,12,13401,0.03891189999922062,0.037592399999994086,0.07650429999921471,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,0,odd_x,rs025,0,13,13401,0.03529379999963567,0.036121699999057455,0.07141549999869312,12,0,1.527669773578507e-10,True,2.2022417624891295,8
160,1000.0,two_by_eight,1,random,jacobi,0,14,13401,0.0003476999991107732,0.1445726999991166,0.14492039999822737,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,three_by_six,0,random,amg0,0,15,13401,0.04060910000043805,0.05053059999954712,0.09113969999998517,15,0,2.0122068912134391e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,random,rs025,0,16,13401,0.03265040000042063,0.03427969999938796,0.06693009999980859,10,0,6.537124069871064e-10,True,2.1982478178245883,8
160,1000.0,two_by_eight,1,odd_x,jacobi,0,17,13401,0.00024929999926825985,0.10324690000015835,0.10349619999942661,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,amg0,0,18,13401,0.04481560000022,0.04330699999991339,0.08812260000013339,16,0,3.202699076389021e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,rs025,0,19,13401,0.0342252999998891,0.043457599998873775,0.07768289999876288,12,0,7.416105010210346e-11,True,2.199214094759558,8
160,1000.0,three_by_six,1,random,amg0,0,20,13401,0.03685439999935625,0.050617199998669093,0.08747159999802534,15,0,4.3630732011295417e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,odd_x,amg0,0,21,13401,0.042806400000699796,0.049927000000025146,0.09273340000072494,15,0,9.715628046858818e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,rs025,0,22,13401,0.03911100000004808,0.02741240000068501,0.06652340000073309,10,0,5.971946019239994e-10,True,2.199214094759558,8
160,1000.0,three_by_six,0,random,rs025,0,23,13401,0.033099700000093435,0.03208400000039546,0.0651837000004889,10,0,7.477554539503407e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,0,random,jacobi,1,0,13402,0.0002282999994349666,0.13501429999996617,0.13524259999940114,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,three_by_six,1,random,amg0,1,1,13402,0.03464440000061586,0.056631899999047164,0.09127629999966302,15,0,4.3679240457969594e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,rs025,1,2,13402,0.039959100000487524,0.035439000001133536,0.07539810000162106,12,0,7.416105010210346e-11,True,2.199214094759558,8
160,1000.0,three_by_six,0,random,amg0,1,3,13402,0.041028000001460896,0.047241399999620626,0.08826940000108152,15,0,2.014419871142909e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,amg0,1,4,13402,0.03280279999853519,0.04403489999822341,0.0768376999967586,14,0,2.884767735138321e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,random,rs025,1,5,13402,0.03473339999982272,0.029780100001516985,0.06451350000133971,10,0,6.537124069871064e-10,True,2.1982478178245883,8
160,1000.0,two_by_eight,0,odd_x,rs025,1,6,13402,0.03481709999869054,0.03194749999966007,0.0667645999983506,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,three_by_six,1,odd_x,amg0,1,7,13402,0.0367671000003611,0.05226739999852725,0.08903449999888835,17,0,4.865740580678748e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,amg0,1,8,13402,0.0400539000002027,0.04886330000044836,0.08891720000065106,16,0,8.796021034445023e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,jacobi,1,9,13402,0.00024839999969117343,0.05688999999983935,0.05713839999953052,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,jacobi,1,10,13402,0.00015859999984968454,0.09864039999956731,0.09879899999941699,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,jacobi,1,11,13402,0.0001649999994697282,0.05824699999902805,0.05841199999849778,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,two_by_eight,0,random,jacobi,1,12,13402,0.0001382000009471085,0.1348163000002387,0.1349545000011858,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,two_by_eight,1,random,jacobi,1,13,13402,0.0001593000015418511,0.13107459999991988,0.13123390000146173,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,amg0,1,14,13402,0.03645350000078906,0.04552530000000843,0.08197880000079749,16,0,3.1469378833961044e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,amg0,1,15,13402,0.03934060000028694,0.04279130000031728,0.08213190000060422,14,0,2.0252040905914958e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,rs025,1,16,13402,0.026807300000655232,0.029109200000675628,0.05591650000133086,10,0,3.441954428573221e-10,True,2.1989081070634846,7
160,1000.0,three_by_six,0,random,rs025,1,17,13402,0.027838599999086,0.026821800000107032,0.05466039999919303,10,0,7.477554539503407e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,0,odd_x,rs025,1,18,13402,0.03207339999971737,0.035001700000066194,0.06707509999978356,12,0,1.527669773578507e-10,True,2.2022417624891295,8
160,1000.0,two_by_eight,1,random,rs025,1,19,13402,0.03183490000083111,0.030840000001262524,0.06267490000209364,10,0,5.971946019239994e-10,True,2.199214094759558,8
160,1000.0,three_by_six,1,random,jacobi,1,20,13402,0.00024339999981748406,0.14224079999985406,0.14248419999967155,789,0,9.728565115343825e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,rs025,1,21,13402,0.03460180000001856,0.03911100000004808,0.07371280000006664,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,two_by_eight,0,odd_x,amg0,1,22,13402,0.044035700000677025,0.047079400001166505,0.09111510000184353,15,0,9.719363271371184e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,odd_x,jacobi,1,23,13402,0.0002393000013398705,0.10107870000138064,0.10131800000272051,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,jacobi,2,0,13403,0.00017160000061267056,0.10927949999859266,0.10945109999920533,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,jacobi,2,1,13403,0.00014170000031299423,0.05698369999845454,0.057125399998767534,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,three_by_six,0,random,amg0,2,2,13403,0.03408320000016829,0.03633549999904062,0.07041869999920891,15,0,2.0083400889199712e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,random,jacobi,2,3,13403,0.00020310000036261044,0.1525396000015462,0.15274270000190882,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,two_by_eight,0,random,rs025,2,4,13403,0.031092399998669862,0.030615699999543722,0.061708099998213584,10,0,3.441954428573221e-10,True,2.1989081070634846,7
160,1000.0,three_by_six,1,random,rs025,2,5,13403,0.035076600001048064,0.0347077000005811,0.06978430000162916,10,0,6.537124069871064e-10,True,2.1982478178245883,8
160,1000.0,two_by_eight,1,random,amg0,2,6,13403,0.045071099999404396,0.04797810000127356,0.09304920000067796,14,0,2.907399277869988e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,jacobi,2,7,13403,0.00021949999973003287,0.10096259999954782,0.10118209999927785,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,amg0,2,8,13403,0.03731350000089151,0.05519040000035602,0.09250390000124753,17,0,4.861306766848066e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,random,jacobi,2,9,13403,0.00021670000023732428,0.14426450000064506,0.14448120000088238,789,0,9.728565115343825e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,rs025,2,10,13403,0.031185700001515215,0.03625149999970745,0.06743720000122266,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,1,random,jacobi,2,11,13403,0.00022730000091542024,0.15284200000132842,0.15306930000224384,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,rs025,2,12,13403,0.03732019999915792,0.03720690000045579,0.07452709999961371,12,0,7.416105010210346e-11,True,2.199214094759558,8
160,1000.0,three_by_six,0,random,rs025,2,13,13403,0.03516059999856225,0.03263650000008056,0.0677970999986428,10,0,7.477554539503407e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,1,odd_x,rs025,2,14,13403,0.03638970000065456,0.033291199999439414,0.06968090000009397,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,0,odd_x,rs025,2,15,13403,0.02764539999952831,0.037856700000702403,0.06550210000023071,12,0,1.527669773578507e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,1,random,amg0,2,16,13403,0.03680250000070373,0.03793240000049991,0.07473490000120364,15,0,4.356149354571817e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,amg0,2,17,13403,0.03608390000044892,0.03879649999907997,0.07488039999952889,16,0,3.2031389772770695e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,amg0,2,18,13403,0.03247919999921578,0.037739900000815396,0.07021910000003118,14,0,2.0047062500316502e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,rs025,2,19,13403,0.026537399999142508,0.02508490000036545,0.05162229999950796,10,0,5.971946019239994e-10,True,2.199214094759558,8
160,1000.0,two_by_eight,0,odd_x,amg0,2,20,13403,0.048812000000907574,0.04067829999985406,0.08949030000076164,15,0,9.597350198331004e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,amg0,2,21,13403,0.04142709999905492,0.055840200000602636,0.09726729999965755,16,0,8.779947581578304e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,jacobi,2,22,13403,0.0002640000002429588,0.1371859000009863,0.13744990000122925,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,jacobi,2,23,13403,0.00014350000128615648,0.04933119999986957,0.049474700001155725,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,amg0,3,0,13404,0.03306930000144348,0.04402779999873019,0.07709710000017367,16,0,8.726128911199585e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,amg0,3,1,13404,0.043118699999467935,0.04826320000029227,0.09138189999976021,14,0,2.9072167584537184e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,random,rs025,3,2,13404,0.036937099999704515,0.033428700000513345,0.07036580000021786,10,0,7.477554539503407e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,0,random,amg0,3,3,13404,0.04353199999968638,0.04511099999945145,0.08864299999913783,15,0,2.0011423326343893e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,odd_x,rs025,3,4,13404,0.041398899998966954,0.040384799998719245,0.0817836999976862,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,1,odd_x,amg0,3,5,13404,0.040984499999467516,0.054190699998798664,0.09517519999826618,17,0,4.850541591088693e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,rs025,3,6,13404,0.03829860000041663,0.04276679999929911,0.08106539999971574,12,0,1.527669773578507e-10,True,2.2022417624891295,8
160,1000.0,two_by_eight,1,odd_x,rs025,3,7,13404,0.03276920000098471,0.045402899999317015,0.07817210000030173,12,0,7.416105010210346e-11,True,2.199214094759558,8
160,1000.0,three_by_six,1,random,rs025,3,8,13404,0.04137830000036047,0.032228699999905075,0.07360700000026554,10,0,6.537124069871064e-10,True,2.1982478178245883,8
160,1000.0,two_by_eight,0,odd_x,amg0,3,9,13404,0.047889899999063346,0.047435100001166575,0.09532500000022992,15,0,9.696675691700288e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,jacobi,3,10,13404,0.00025240000104531646,0.1617261999999755,0.16197860000102082,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,amg0,3,11,13404,0.03550089999953343,0.04498719999901368,0.08048809999854711,16,0,3.1912067208271217e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,odd_x,jacobi,3,12,13404,0.00030189999961294234,0.06410560000040277,0.06440750000001572,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,three_by_six,0,random,jacobi,3,13,13404,0.00013320000107341912,0.10559660000035365,0.10572980000142707,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,rs025,3,14,13404,0.027489100000821054,0.03114860000096087,0.05863770000178192,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,0,random,amg0,3,15,13404,0.05344180000065535,0.03658730000097421,0.09002910000162956,14,0,2.0217602833817997e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,rs025,3,16,13404,0.028854199999841512,0.02738610000051267,0.05624030000035418,10,0,3.441954428573221e-10,True,2.1989081070634846,7
160,1000.0,three_by_six,1,odd_x,jacobi,3,17,13404,0.00022820000049250666,0.08941369999956805,0.08964190000006056,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,two_by_eight,1,random,rs025,3,18,13404,0.032027999999627355,0.027571099999477156,0.05959909999910451,10,0,5.971946019239994e-10,True,2.199214094759558,8
160,1000.0,three_by_six,1,random,amg0,3,19,13404,0.03426890000082494,0.03866989999914949,0.07293879999997444,15,0,4.355921157386844e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,jacobi,3,20,13404,0.00023409999994328246,0.07531240000025718,0.07554650000020047,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,three_by_six,1,random,jacobi,3,21,13404,0.00012960000094608404,0.09882000000106927,0.09894960000201536,789,0,9.728565115343825e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,jacobi,3,22,13404,0.0001350999991700519,0.043617299999823445,0.043752399998993496,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,two_by_eight,1,random,jacobi,3,23,13404,0.00013669999862031545,0.1029913000002125,0.10312799999883282,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,amg0,4,0,13405,0.03057959999932791,0.03349479999997129,0.0640743999992992,15,0,9.700568458512976e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,jacobi,4,1,13405,0.0004239999998389976,0.06866830000035407,0.06909230000019306,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,rs025,4,2,13405,0.02523549999932584,0.028996600000027684,0.05423209999935352,12,0,1.527669773578507e-10,True,2.2022417624891295,8
160,1000.0,two_by_eight,0,random,amg0,4,3,13405,0.030703700000231038,0.03680979999990086,0.0675135000001319,14,0,2.0215041543424367e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,random,rs025,4,4,13405,0.03203220000068541,0.02595389999987674,0.057986100000562146,10,0,6.537124069871064e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,0,random,jacobi,4,5,13405,0.00023500000133935828,0.1268565000009403,0.12709150000227964,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,three_by_six,1,random,amg0,4,6,13405,0.034055599999192054,0.03356779999921855,0.0676233999984106,15,0,4.348933602569441e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,rs025,4,7,13405,0.02579179999884218,0.028872299999420648,0.05466409999826283,12,0,7.416105010210346e-11,True,2.199214094759558,8
160,1000.0,two_by_eight,0,random,jacobi,4,8,13405,0.00019100000099570025,0.09458079999967595,0.09477180000067165,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,amg0,4,9,13405,0.03159760000016831,0.03957029999946826,0.07116789999963657,17,0,4.848286307431603e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,amg0,4,10,13405,0.033571699999811244,0.03327579999859154,0.06684749999840278,14,0,2.8902822140948466e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,amg0,4,11,13405,0.0368438999994396,0.03811900000073365,0.07496290000017325,16,0,3.1749915489200185e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,odd_x,rs025,4,12,13405,0.031246499998815125,0.0334461000002193,0.06469259999903443,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,two_by_eight,1,random,jacobi,4,13,13405,0.00020039999981236178,0.10650859999987006,0.10670899999968242,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,rs025,4,14,13405,0.027907800000321004,0.03429080000023532,0.062198600000556326,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,0,odd_x,jacobi,4,15,13405,0.00027289999889035244,0.07593180000003485,0.07620469999892521,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,three_by_six,0,random,rs025,4,16,13405,0.03695489999881829,0.03366470000037225,0.07061959999919054,10,0,7.477554539503407e-10,True,2.2022417624891295,8
160,1000.0,two_by_eight,0,random,rs025,4,17,13405,0.034957400001076167,0.029236200000013923,0.06419360000109009,10,0,3.441954428573221e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,1,random,rs025,4,18,13405,0.03195080000114103,0.030147299999953248,0.06209810000109428,10,0,5.971946019239994e-10,True,2.199214094759558,8
160,1000.0,three_by_six,1,random,jacobi,4,19,13405,0.00022820000049250666,0.12352069999906234,0.12374889999955485,789,0,9.728565115343825e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,jacobi,4,20,13405,0.00014420000115933362,0.048274400000082096,0.04841860000124143,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,jacobi,4,21,13405,0.00013469999976223335,0.07342459999927087,0.0735592999990331,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,three_by_six,0,random,amg0,4,22,13405,0.032572199999776785,0.03785809999862977,0.07043029999840655,15,0,1.94865449697038e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,amg0,4,23,13405,0.031033200000820216,0.04344409999976051,0.07447730000058073,16,0,7.832641176144299e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,amg0,5,0,13406,0.03557059999911871,0.03901949999999488,0.07459009999911359,14,0,2.026677751833227e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,odd_x,amg0,5,1,13406,0.036221100001057494,0.036837599998762016,0.07305869999981951,15,0,9.726813382176969e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,random,jacobi,5,2,13406,0.0002719000003708061,0.11619229999996605,0.11646420000033686,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,rs025,5,3,13406,0.032274799999868264,0.031515200000285404,0.06379000000015367,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,0,random,rs025,5,4,13406,0.037164100000154576,0.03142230000048585,0.06858640000064042,10,0,3.441954428573221e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,0,random,jacobi,5,5,13406,0.00037820000034116674,0.1217491000006703,0.12212730000101146,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,amg0,5,6,13406,0.036213600000337465,0.04270150000047579,0.07891510000081325,16,0,3.178702508322714e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,random,rs025,5,7,13406,0.026779700001497986,0.028159299999970244,0.05493900000146823,10,0,6.537124069871064e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,1,odd_x,amg0,5,8,13406,0.0352007000001322,0.048158499999772175,0.08335919999990438,17,0,4.8607182734369e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,rs025,5,9,13406,0.027616800000032526,0.03612740000062331,0.06374420000065584,12,0,7.416105010210346e-11,True,2.199214094759558,8
160,1000.0,three_by_six,1,odd_x,rs025,5,10,13406,0.027436299998953473,0.033528299998579314,0.06096459999753279,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,0,random,rs025,5,11,13406,0.02599700000064331,0.030615699999543722,0.05661270000018703,10,0,7.477554539503407e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,1,odd_x,jacobi,5,12,13406,0.0002077999997709412,0.07640200000059849,0.07660980000036943,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,two_by_eight,1,random,amg0,5,13,13406,0.03622150000046531,0.03865889999906358,0.07488039999952889,14,0,2.907608246167659e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,jacobi,5,14,13406,0.00021530000049096998,0.11672440000074857,0.11693970000123954,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,rs025,5,15,13406,0.03070540000044275,0.030697899999722722,0.06140330000016547,12,0,1.527669773578507e-10,True,2.2022417624891295,8
160,1000.0,three_by_six,1,random,jacobi,5,16,13406,0.00019950000023527537,0.11332250000123167,0.11352200000146695,789,0,9.728565115343825e-10,True,0.0,0
160,1000.0,two_by_eight,1,random,rs025,5,17,13406,0.03240140000161773,0.03186640000058105,0.06426780000219878,10,0,5.971946019239994e-10,True,2.199214094759558,8
160,1000.0,three_by_six,0,random,amg0,5,18,13406,0.03347050000047602,0.04484090000005381,0.07831140000052983,15,0,2.0096860771574114e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,odd_x,jacobi,5,19,13406,0.00022640000133833382,0.05065700000159268,0.05088340000293101,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,jacobi,5,20,13406,0.00013410000065050554,0.08163559999957215,0.08176970000022266,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,three_by_six,1,random,amg0,5,21,13406,0.03201389999958337,0.03984149999996589,0.07185539999954926,15,0,4.362665969160926e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,amg0,5,22,13406,0.04744790000040666,0.04134630000044126,0.08879420000084792,16,0,8.793305918972713e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,odd_x,jacobi,5,23,13406,0.00020000000040454324,0.054669099999955506,0.05486910000036005,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,two_by_eight,0,odd_x,jacobi,6,0,13407,0.0001874999998108251,0.04841379999925266,0.048601299999063485,335,0,8.468832587570963e-10,True,0.0,0
160,1000.0,three_by_six,0,odd_x,jacobi,6,1,13407,0.00014089999967836775,0.0452248999990843,0.04536579999876267,351,0,9.405536959384857e-10,True,0.0,0
160,1000.0,three_by_six,1,random,amg0,6,2,13407,0.03535169999850041,0.03323899999850255,0.06859069999700296,15,0,4.3636062477410196e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,amg0,6,3,13407,0.03861789999973553,0.03169709999929182,0.07031499999902735,14,0,2.882947431711637e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,random,jacobi,6,4,13407,0.00021609999930660706,0.12297930000022461,0.12319539999953122,784,0,9.917853267122325e-10,True,0.0,0
160,1000.0,two_by_eight,1,odd_x,jacobi,6,5,13407,0.00017520000074000563,0.07837120000112918,0.07854640000186919,563,0,9.823051681408285e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,jacobi,6,6,13407,0.00012629999946511816,0.06689470000128495,0.06702100000075006,562,0,8.824538219869826e-10,True,0.0,0
160,1000.0,two_by_eight,0,random,amg0,6,7,13407,0.03185270000176388,0.03299239999978454,0.06484510000154842,14,0,2.025429879072219e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,0,odd_x,rs025,6,8,13407,0.025052400000276975,0.02574789999925997,0.050800299999536946,11,0,9.314349186882675e-10,True,2.1989081070634846,7
160,1000.0,two_by_eight,0,odd_x,amg0,6,9,13407,0.03262449999965611,0.03284460000031686,0.06546909999997297,15,0,9.728625606724196e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,0,random,amg0,6,10,13407,0.03541570000015781,0.032768199998827185,0.068183899998985,15,0,2.0104294513900827e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,odd_x,amg0,6,11,13407,0.031713200000012876,0.03816900000128953,0.06988220000130241,16,0,3.144962977157494e-10,True,1.3347988533513706,5
160,1000.0,two_by_eight,1,random,jacobi,6,12,13407,0.000177399999301997,0.10287940000125673,0.10305680000055872,788,0,9.85584333997345e-10,True,0.0,0
160,1000.0,three_by_six,1,odd_x,amg0,6,13,13407,0.030021699998542317,0.037880699999732315,0.06790239999827463,17,0,4.86388206383724e-10,True,1.3347988533513706,5
160,1000.0,three_by_six,1,odd_x,rs025,6,14,13407,0.02530490000026475,0.029262300000482355,0.05456720000074711,12,0,2.6816098798432096e-10,True,2.1982478178245883,8
160,1000.0,three_by_six,0,random,jacobi,6,15,13407,0.00021300000116752926,0.12109249999957683,0.12130550000074436,791,0,9.414660582528056e-10,True,0.0,0
160,1000.0,three_by_six,1,random,rs025,6,16,13407,0.034007300000666874,0.02718800000002375,0.06119530000069062,10,0,6.537124069871064e-10,True,2.1982478178245883,8
