n,contrast,geometry,average,rhs,repeat,order,method,seed,reflection_x,reflection_y,high_nodes,mean,tv,grad,components,setup,solve,total,iterations,info,residual,accepted,complexity
192,1000.0,components1_29,harmonic,random,3,4,jacobi,2704,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.0001260999997612089,0.16605490000074496,0.16618100000050617,878,0,9.885001493192472e-10,True,0.0
192,1000.0,components1_29,harmonic,dipole_y,3,5,jacobi,2704,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00013900000067224028,0.16156249999949068,0.16170150000016292,898,0,9.934196921285666e-10,True,0.0
192,1000.0,components1_29,harmonic,ones,3,6,jacobi,2704,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00013549999948736513,0.16161259999989852,0.16174809999938589,894,0,2.7733853707091886e-09,True,0.0
192,1000.0,components1_29,harmonic,dipole_x,3,7,jacobi,2704,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.0001418999991074088,0.1633241999998063,0.1634660999989137,897,0,9.525922876528353e-10,True,0.0
192,1000.0,components1_29,harmonic,dipole_x,4,0,amg0,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.046877100000529026,0.052380799999809824,0.09925790000033885,15,0,2.24131514784207e-10,True,1.3386725269834205
192,1000.0,components1_29,harmonic,dipole_x,4,1,jacobi,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00014000000010128133,0.1774533000007068,0.17759330000080809,897,0,9.525922876528353e-10,True,0.0
192,1000.0,components1_29,harmonic,random,4,2,jacobi,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.0001489000005676644,0.14653640000051382,0.1466853000010815,878,0,9.885001493192472e-10,True,0.0
192,1000.0,components1_29,harmonic,dipole_y,4,3,amg0,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.040015999999923224,0.04682230000071286,0.08683830000063608,15,0,5.25349839163062e-10,True,1.3386725269834205
192,1000.0,components1_29,harmonic,ones,4,4,amg0,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.04120009999951435,0.04509469999993598,0.08629479999945033,14,0,9.185694374841282e-10,True,1.3386725269834205
192,1000.0,components1_29,harmonic,ones,4,5,jacobi,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00016879999930097256,0.16081280000071274,0.1609816000000137,894,0,2.7733853707091886e-09,True,0.0
192,1000.0,components1_29,harmonic,dipole_y,4,6,jacobi,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00016109999978652922,0.1723798999992141,0.17254099999900063,898,0,9.934196921285666e-10,True,0.0
192,1000.0,components1_29,harmonic,random,4,7,amg0,2705,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.04695039999933215,0.041466599999694154,0.0884169999990263,12,0,9.204782901820831e-10,True,1.3386725269834205
192,1000.0,components1_169,harmonic,ones,0,0,jacobi,2701,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00014699999974254752,0.17290669999965758,0.17305369999940012,906,0,2.8311394903679566e-09,True,0.0
192,1000.0,components1_169,harmonic,dipole_y,0,1,jacobi,2701,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.00013469999976223335,0.1571083999997427,0.15724309999950492,905,0,9.57505966428983e-10,True,0.0
192,1000.0,components1_169,harmonic,ones,0,2,amg0,2701,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.04170550000071671,0.048383600000306615,0.09008910000102333,15,0,5.314610787226103e-10,True,1.3386725269834205
192,1000.0,components1_169,harmonic,dipole_y,0,3,amg0,2701,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.04033239999989746,0.048400600000604754,0.08873300000050222,15,0,5.585000022210599e-10,True,1.3386725269834205
192,1000.0,components1_169,harmonic,random,0,4,jacobi,2701,False,False,1728,47.828125,1255.2879581151833,932.943434704179,1,0.0001965000001291628,0.14722489999985555,0.14742139999998471,875,0,9.836659509410703e-10,True,0.0
