n,contrast,geometry,average,rhs,repeat,method,order,seed,high_nodes,mean,tv,grad,components,setup,solve,total,iterations,info,residual,accepted,levels,complexity
128,100.0,disconnected,harmonic,ones,0,amg025,3,731,768,5.640625,124.7244094488189,413.55607751284737,2,0.020413299999745504,0.07473029999982828,0.09514359999957378,48,0,4.542273496036838e-09,True,4,1.308458846797505
128,100.0,disconnected,harmonic,random,0,amg0,4,731,768,5.640625,124.7244094488189,413.55607751284737,2,0.026767299999846728,0.017023899999912828,0.043791199999759556,11,0,7.3073246589606554e-09,True,5,1.3399006034788783
128,100.0,disconnected,harmonic,ones,1,cg,5,732,768,5.640625,124.7244094488189,413.55607751284737,2,1.2000000424450263e-06,0.17947439999989,0.17947559999993246,2078,0,9.445731675946368e-09,True,0,0.0
128,100.0,disconnected,harmonic,dipole,1,cg,6,732,768,5.640625,124.7244094488189,413.55607751284737,2,9.99999429041054e-07,0.16085779999957595,0.160858799999005,1810,0,9.853401592999385e-09,True,0,0.0
128,100.0,disconnected,harmonic,ones,1,amg0,7,732,768,5.640625,124.7244094488189,413.55607751284737,2,0.022788999999647785,0.022241499999836378,0.045030499999484164,13,0,2.3136379248688444e-09,True,5,1.3399006034788783
128,100.0,disconnected,harmonic,random,0,jacobi,8,731,768,5.640625,124.7244094488189,413.55607751284737,2,8.410000009462237e-05,0.0485116999998354,0.04859579999993002,541,0,9.716486686041103e-09,True,0,0.0
128,100.0,disconnected,harmonic,random,0,amg025,9,731,768,5.640625,124.7244094488189,413.55607751284737,2,0.027202199999919685,0.08539000000018859,0.11259220000010828,47,0,8.037478196461101e-09,True,4,1.308458846797505
128,100.0,disconnected,harmonic,random,1,amg025,10,732,768,5.640625,124.7244094488189,413.55607751284737,2,0.0223243000000366,0.06678370000008726,0.08910800000012387,47,0,8.047775883113275e-09,True,4,1.308458846797505
128,100.0,disconnected,harmonic,ones,0,amg0,11,731,768,5.640625,124.7244094488189,413.55607751284737,2,0.026682400000026973,0.023842700000386685,0.05052510000041366,13,0,2.3087802475386675e-09,True,5,1.3399006034788783
128,100.0,disconnected,harmonic,random,1,jacobi,12,732,768,5.640625,124.7244094488189,413.55607751284737,2,0.00010139999994862592,0.0657312000003003,0.06583260000024893,541,0,9.716486686041103e-09,True,0,0.0
128,100.0,disconnected,harmonic,dipole,0,amg0,13,731,768,5.640625,124.7244094488189,413.55607751284737,2,0.024523300000510062,0.02270700000008219,0.04723030000059225,13,0,1.6763167558459384e-09,True,5,1.3399006034788783
128,100.0,disconnected,harmonic,dipole,1,amg0,14,732,768,5.640625,124.7244094488189,413.55607751284737,2,0.023230200000398327,0.019794600000750506,0.04302480000114883,13,0,1.6801067097073984e-09,True,5,1.3399006034788783
128,100.0,disconnected,harmonic,ones,0,jacobi,15,731,768,5.640625,124.7244094488189,413.55607751284737,2,7.300000015675323e-05,0.028501900000264868,0.02857490000042162,331,0,8.710697636684197e-09,True,0,0.0
128,100.0,disconnected,harmonic,dipole,0,jacobi,16,731,768,5.640625,124.7244094488189,413.55607751284737,2,7.210000057966681e-05,0.0218470999998317,0.021919200000411365,245,0,8.979112186876454e-09,True,0,0.0
128,100.0,disconnected,harmonic,dipole,1,jacobi,17,732,768,5.640625,124.7244094488189,413.55607751284737,2,7.730000015726546e-05,0.02084880000074918,0.020926100000906445,245,0,8.979112186876454e-09,True,0,0.0
128,100.0,disconnected,harmonic,random,1,cg,18,732,768,5.640625,124.7244094488189,413.55607751284737,2,1.100000190490391e-06,0.24892189999991388,0.24892300000010437,3216,0,7.816274442323586e-09,True,0,0.0
128,100.0,disconnected,harmonic,dipole,0,cg,19,731,768,5.640625,124.7244094488189,413.55607751284737,2,1.3000008038943633e-06,0.1419885000004797,0.14198980000128358,1810,0,9.853401592999385e-09,True,0,0.0
128,100.0,disconnected,harmonic,random,1,amg0,20,732,768,5.640625,124.7244094488189,413.55607751284737,2,0.02110069999980624,0.017033600000104343,0.03813429999991058,11,0,7.321207864900862e-09,True,5,1.3399006034788783
128,100.0,disconnected,harmonic,random,0,cg,21,731,768,5.640625,124.7244094488189,413.55607751284737,2,1.0000003385357559e-06,0.2732546999995975,0.27325569999993604,3216,0,7.816274442323586e-09,True,0,0.0
128,100.0,disconnected,harmonic,ones,0,cg,22,731,768,5.640625,124.7244094488189,413.55607751284737,2,1.2000000424450263e-06,0.18192929999986518,0.18193049999990762,2078,0,9.445731675946368e-09,True,0,0.0
128,100.0,disconnected,harmonic,dipole,0,amg025,23,731,768,5.640625,124.7244094488189,413.55607751284737,2,0.020967899999959627,0.07185789999948611,0.09282579999944574,48,0,3.396522770735853e-09,True,4,1.308458846797505
128,1000000.0,connected,harmonic,ones,0,jacobi,0,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,7.310000000870787e-05,0.05793649999941408,0.05800959999942279,694,0,1.0622168920345355e-06,False,0,0.0
128,1000000.0,connected,harmonic,ones,0,amg025,1,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.02236910000010539,0.08849159999954281,0.1108606999996482,58,0,3.499748361270299e-07,False,4,1.3036791926568285
128,1000000.0,connected,harmonic,random,1,amg0,2,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.02085339999939606,0.01651380000021163,0.03736719999960769,11,0,4.213753674125525e-09,True,5,1.3399006034788783
128,1000000.0,connected,harmonic,random,0,cg,3,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,9.000004865811206e-07,0.6860346000003119,0.6860355000007985,8000,8000,0.22013855807178767,False,0,0.0
128,1000000.0,connected,harmonic,ones,1,amg0,4,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.024454400000649912,0.025241299999834155,0.04969570000048407,13,0,2.0760408073686722e-07,False,5,1.3399006034788783
128,1000000.0,connected,harmonic,dipole,0,amg025,5,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.021982899999784422,0.09917029999996885,0.12115319999975327,57,0,1.2023539886117436e-08,True,4,1.3036791926568285
128,1000000.0,connected,harmonic,ones,1,jacobi,6,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,9.88000001598266e-05,0.07141390000015235,0.07151270000031218,694,0,1.0622168920345355e-06,False,0,0.0
128,1000000.0,connected,harmonic,dipole,1,cg,7,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,7.999997251317836e-07,0.7141562000006161,0.7141570000003412,8000,8000,0.735431147800285,False,0,0.0
128,1000000.0,connected,harmonic,ones,0,amg0,8,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.025304200000391575,0.021336900000278547,0.04664110000067012,13,0,1.9697525410430713e-07,False,5,1.3399006034788783
128,1000000.0,connected,harmonic,random,0,jacobi,9,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,7.170000026235357e-05,0.06440949999978329,0.06448120000004565,655,0,1.0520030599343166e-08,True,0,0.0
128,1000000.0,connected,harmonic,dipole,1,amg025,10,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.024014200000237906,0.09050619999925402,0.11452039999949193,57,0,1.242413072670771e-08,True,4,1.3036791926568285
128,1000000.0,connected,harmonic,ones,0,cg,11,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,1.100000190490391e-06,0.7732040000000779,0.7732051000002684,8000,8000,2.769350976814608,False,0,0.0
128,1000000.0,connected,harmonic,dipole,0,jacobi,12,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,8.179999986168696e-05,0.06524050000007264,0.06532229999993433,644,0,3.2640004636624253e-08,True,0,0.0
128,1000000.0,connected,harmonic,ones,1,cg,13,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,1.100000190490391e-06,0.7130743999996412,0.7130754999998317,8000,8000,2.769350976814608,False,0,0.0
128,1000000.0,connected,harmonic,ones,1,amg025,14,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.02193890000035026,0.08363360000021203,0.10557250000056229,58,0,3.262167067119857e-07,False,4,1.3036791926568285
128,1000000.0,connected,harmonic,dipole,0,amg0,15,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.020827899999858346,0.020276999999623513,0.04110489999948186,13,0,7.164034189020183e-09,True,5,1.3399006034788783
128,1000000.0,connected,harmonic,random,1,jacobi,16,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.00010029999975813553,0.055180100000143284,0.05528039999990142,655,0,1.0520030599343166e-08,True,0,0.0
128,1000000.0,connected,harmonic,random,1,amg025,17,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.023082599999725062,0.08317209999950137,0.10625469999922643,55,0,9.22084892204682e-09,True,4,1.3036791926568285
128,1000000.0,connected,harmonic,random,1,cg,18,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,1.2000000424450263e-06,0.6426258999999845,0.642627100000027,8000,8000,0.22013855807178767,False,0,0.0
128,1000000.0,connected,harmonic,random,0,amg025,19,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.02284090000011929,0.09188619999986258,0.11472709999998187,55,0,9.201219689987662e-09,True,4,1.3036791926568285
128,1000000.0,connected,harmonic,random,0,amg0,20,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.027203999999983353,0.01748279999992519,0.044686799999908544,11,0,4.20833671410833e-09,True,5,1.3399006034788783
128,1000000.0,connected,harmonic,dipole,1,amg0,21,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,0.02052240000011807,0.019724800000403775,0.04024720000052184,13,0,7.1624136965373014e-09,True,5,1.3399006034788783
128,1000000.0,connected,harmonic,dipole,1,jacobi,22,732,768,46875.953125,1259841.2598425196,1240.6682325385418,1,7.139999979699496e-05,0.0534892999994554,0.05356069999925239,644,0,3.2640004636624253e-08,True,0,0.0
128,1000000.0,connected,harmonic,dipole,0,cg,23,731,768,46875.953125,1259841.2598425196,1240.6682325385418,1,7.999997251317836e-07,0.6322600000003149,0.63226080000004,8000,8000,0.735431147800285,False,0,0.0
128,100.0,connected,arithmetic,random,0,amg0,0,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.024035800000092422,0.016648300000269955,0.04068410000036238,11,0,1.3306220311381352e-09,True,5,1.3399006034788783
128,100.0,connected,arithmetic,dipole,0,amg0,1,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.02128420000008191,0.020503100000496488,0.0417873000005784,12,0,2.868543104749458e-09,True,5,1.3399006034788783
128,100.0,connected,arithmetic,dipole,0,amg025,2,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.020612199999959557,0.07955499999934545,0.10016719999930501,46,0,5.992508515365303e-09,True,3,1.3271717632739997
128,100.0,connected,arithmetic,dipole,1,amg025,3,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.02026769999974931,0.06859679999979562,0.08886449999954493,46,0,5.998640368028122e-09,True,3,1.3271717632739997
128,100.0,connected,arithmetic,dipole,1,amg0,4,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.026091599999745085,0.032119999999849824,0.05821159999959491,12,0,2.871140303729779e-09,True,5,1.3399006034788783
128,100.0,connected,arithmetic,dipole,1,cg,5,732,768,5.640625,124.7244094488189,413.55607751284737,1,1.0000003385357559e-06,0.34492909999971744,0.344930100000056,3757,0,9.933137860834728e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,0,jacobi,6,731,768,5.640625,124.7244094488189,413.55607751284737,1,7.780000032653334e-05,0.04861870000058843,0.048696500000914966,536,0,9.736675927967521e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,1,amg0,7,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.027742199999920558,0.018941199999972014,0.04668339999989257,12,0,4.3690630899116634e-09,True,5,1.3399006034788783
128,100.0,connected,arithmetic,ones,1,jacobi,8,732,768,5.640625,124.7244094488189,413.55607751284737,1,8.909999996831175e-05,0.04742590000023483,0.047515000000203145,536,0,9.736675927967521e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,0,cg,9,731,768,5.640625,124.7244094488189,413.55607751284737,1,9.99999429041054e-07,0.3207924999996976,0.32079349999912665,3792,0,9.887048052918138e-09,True,0,0.0
128,100.0,connected,arithmetic,random,1,cg,10,732,768,5.640625,124.7244094488189,413.55607751284737,1,1.0999992809956893e-06,0.32092830000055983,0.3209293999998408,3735,0,9.446828540956e-09,True,0,0.0
128,100.0,connected,arithmetic,dipole,0,cg,11,731,768,5.640625,124.7244094488189,413.55607751284737,1,8.000006346264854e-07,0.34778109999933804,0.34778189999997267,3757,0,9.933137860834728e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,0,amg0,12,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.02346140000008745,0.01869619999979477,0.04215759999988222,12,0,4.3642223781611844e-09,True,5,1.3399006034788783
128,100.0,connected,arithmetic,dipole,0,jacobi,13,731,768,5.640625,124.7244094488189,413.55607751284737,1,7.510000068577938e-05,0.053309599999920465,0.053384700000606244,507,0,9.405521146200533e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,0,amg025,14,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.029847100000552018,0.08703150000019377,0.11687860000074579,48,0,5.741476009846024e-09,True,3,1.3271717632739997
128,100.0,connected,arithmetic,random,1,jacobi,15,732,768,5.640625,124.7244094488189,413.55607751284737,1,8.679999973537633e-05,0.04715630000009696,0.04724309999983234,517,0,9.622578747527438e-09,True,0,0.0
128,100.0,connected,arithmetic,random,1,amg025,16,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.023922899999888614,0.07331020000037825,0.09723310000026686,46,0,4.464970764693424e-09,True,3,1.3271717632739997
128,100.0,connected,arithmetic,dipole,1,jacobi,17,732,768,5.640625,124.7244094488189,413.55607751284737,1,7.7699999565084e-05,0.04605360000005021,0.046131299999615294,507,0,9.405521146200533e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,1,cg,18,732,768,5.640625,124.7244094488189,413.55607751284737,1,1.8999999156221747e-06,0.34070229999997537,0.340704199999891,3792,0,9.887048052918138e-09,True,0,0.0
128,100.0,connected,arithmetic,ones,1,amg025,19,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.028520399999251822,0.09353439999995317,0.12205479999920499,48,0,5.748759696559419e-09,True,3,1.3271717632739997
128,100.0,connected,arithmetic,random,0,amg025,20,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.025151699999696575,0.08536029999959283,0.1105119999992894,46,0,4.459155745932419e-09,True,3,1.3271717632739997
128,100.0,connected,arithmetic,random,0,cg,21,731,768,5.640625,124.7244094488189,413.55607751284737,1,1.100000190490391e-06,0.3190205999999307,0.3190217000001212,3735,0,9.446828540956e-09,True,0,0.0
128,100.0,connected,arithmetic,random,1,amg0,22,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.024427599999398808,0.018030700000053912,0.04245829999945272,11,0,1.3319462365368838e-09,True,5,1.3399006034788783
128,100.0,connected,arithmetic,random,0,jacobi,23,731,768,5.640625,124.7244094488189,413.55607751284737,1,9.529999988444615e-05,0.04492339999978867,0.04501869999967312,517,0,9.622578747527438e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,random,0,amg0,0,731,768,469.703125,12597.16535433071,827.1121550256947,2,0.027530699999260833,0.022859100000459875,0.05038979999972071,15,0,1.4513007304847439e-09,True,5,1.3399006034788783
128,10000.0,disconnected,arithmetic,dipole,0,amg0,1,731,768,469.703125,12597.16535433071,827.1121550256947,2,0.024400100000093516,0.024029000000155065,0.04842910000024858,16,0,2.7611058755183524e-09,True,5,1.3399006034788783
128,10000.0,disconnected,arithmetic,random,0,cg,2,731,768,469.703125,12597.16535433071,827.1121550256947,2,1.2999998943996616e-06,0.7064365999995061,0.7064378999994005,8000,8000,0.00014182061698889573,False,0,0.0
128,10000.0,disconnected,arithmetic,random,0,amg025,3,731,768,469.703125,12597.16535433071,827.1121550256947,2,0.023050400000101945,0.09608969999953842,0.11914009999964037,58,0,7.490617508332117e-09,True,3,1.3313555454130535
128,10000.0,disconnected,arithmetic,random,1,amg0,4,732,768,469.703125,12597.16535433071,827.1121550256947,2,0.023025000000416185,0.022907300000042596,0.04593230000045878,15,0,1.452127610217544e-09,True,5,1.3399006034788783
128,10000.0,disconnected,arithmetic,random,1,cg,5,732,768,469.703125,12597.16535433071,827.1121550256947,2,1.2000000424450263e-06,0.6404693000004045,0.6404705000004469,8000,8000,0.00014182061698889573,False,0,0.0
128,10000.0,disconnected,arithmetic,random,1,jacobi,6,732,768,469.703125,12597.16535433071,827.1121550256947,2,7.449999975506216e-05,0.05449709999993502,0.05457159999969008,666,0,9.848017086813585e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,dipole,1,amg025,7,732,768,469.703125,12597.16535433071,827.1121550256947,2,0.02065649999985908,0.09097750000000815,0.11163399999986723,58,0,7.618909347939508e-09,True,3,1.3313555454130535
128,10000.0,disconnected,arithmetic,ones,0,amg0,8,731,768,469.703125,12597.16535433071,827.1121550256947,2,0.024131299999680778,0.02435779999996157,0.04848909999964235,16,0,5.606456398190443e-09,True,5,1.3399006034788783
128,10000.0,disconnected,arithmetic,random,0,jacobi,9,731,768,469.703125,12597.16535433071,827.1121550256947,2,9.299999965151073e-05,0.06266979999963951,0.06276279999929102,666,0,9.848017086813585e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,ones,1,cg,10,732,768,469.703125,12597.16535433071,827.1121550256947,2,9.99999429041054e-07,0.7343740999995134,0.7343750999989425,7628,0,4.839412156779373e-08,True,0,0.0
128,10000.0,disconnected,arithmetic,ones,0,jacobi,11,731,768,469.703125,12597.16535433071,827.1121550256947,2,7.339999956457177e-05,0.03772650000064459,0.03779990000020916,373,0,1.3437863549632172e-08,True,0,0.0
128,10000.0,disconnected,arithmetic,ones,1,amg025,12,732,768,469.703125,12597.16535433071,827.1121550256947,2,0.02059839999947144,0.10152540000035515,0.12212379999982659,58,0,9.036791931514799e-09,True,3,1.3313555454130535
128,10000.0,disconnected,arithmetic,dipole,1,cg,13,732,768,469.703125,12597.16535433071,827.1121550256947,2,8.999995770864189e-07,0.7446006000000125,0.7446014999995896,6483,0,8.873226627594324e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,dipole,1,amg0,14,732,768,469.703125,12597.16535433071,827.1121550256947,2,0.039630100000067614,0.030789000000368105,0.07041910000043572,16,0,2.7625359292730436e-09,True,5,1.3399006034788783
128,10000.0,disconnected,arithmetic,ones,0,cg,15,731,768,469.703125,12597.16535433071,827.1121550256947,2,9.000004865811206e-07,0.6798737999997684,0.679874700000255,7628,0,4.839412156779373e-08,True,0,0.0
128,10000.0,disconnected,arithmetic,dipole,1,jacobi,16,732,768,469.703125,12597.16535433071,827.1121550256947,2,7.499999992433004e-05,0.022083699999711826,0.022158699999636156,253,0,9.495251555540595e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,dipole,0,amg025,17,731,768,469.703125,12597.16535433071,827.1121550256947,2,0.023109300000214716,0.11376339999969787,0.13687269999991258,58,0,7.619066186422351e-09,True,3,1.3313555454130535
128,10000.0,disconnected,arithmetic,dipole,0,cg,18,731,768,469.703125,12597.16535433071,827.1121550256947,2,1.100000190490391e-06,0.6077323999998043,0.6077334999999948,6483,0,8.873226627594324e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,ones,1,jacobi,19,732,768,469.703125,12597.16535433071,827.1121550256947,2,7.49000000723754e-05,0.030647700000372424,0.0307226000004448,373,0,1.3437863549632172e-08,True,0,0.0
128,10000.0,disconnected,arithmetic,ones,1,amg0,20,732,768,469.703125,12597.16535433071,827.1121550256947,2,0.02214769999955024,0.025025199999618053,0.047172899999168294,16,0,5.855246744069902e-09,True,5,1.3399006034788783
128,10000.0,disconnected,arithmetic,dipole,0,jacobi,21,731,768,469.703125,12597.16535433071,827.1121550256947,2,8.510000043315813e-05,0.02191599999969185,0.022001100000125007,253,0,9.495251555540595e-09,True,0,0.0
128,10000.0,disconnected,arithmetic,random,1,amg025,22,732,768,469.703125,12597.16535433071,827.1121550256947,2,0.020558899999741698,0.08165919999919424,0.10221809999893594,58,0,7.492403733863742e-09,True,3,1.3313555454130535
128,10000.0,disconnected,arithmetic,ones,0,amg025,23,731,768,469.703125,12597.16535433071,827.1121550256947,2,0.02099389999966661,0.0838313999993261,0.1048252999989927,58,0,9.246460543326058e-09,True,3,1.3313555454130535
128,100.0,connected,harmonic,random,0,cg,0,731,768,5.640625,124.7244094488189,413.55607751284737,1,8.999995770864189e-07,0.2734440000003815,0.2734448999999586,3510,0,9.795502889694679e-09,True,0,0.0
128,100.0,connected,harmonic,ones,1,amg0,1,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.02147410000088712,0.022533800000019255,0.044007900000906375,12,0,2.4367254530975026e-09,True,5,1.3399006034788783
128,100.0,connected,harmonic,random,0,amg025,2,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.027228300000388117,0.07669869999972434,0.10392700000011246,44,0,6.156405832938718e-09,True,4,1.3036791926568285
128,100.0,connected,harmonic,ones,0,amg0,3,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.024074599999948987,0.01858799999990879,0.042662599999857775,12,0,2.42206206999687e-09,True,5,1.3399006034788783
128,100.0,connected,harmonic,random,1,jacobi,4,732,768,5.640625,124.7244094488189,413.55607751284737,1,9.760000011738157e-05,0.044209899999259505,0.04430749999937689,511,0,9.422396856244489e-09,True,0,0.0
128,100.0,connected,harmonic,ones,1,cg,5,732,768,5.640625,124.7244094488189,413.55607751284737,1,1.0000003385357559e-06,0.28220319999945787,0.2822041999997964,3590,0,1.0007414141923457e-08,True,0,0.0
128,100.0,connected,harmonic,ones,0,amg025,6,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.021618900000248686,0.06772270000055869,0.08934160000080738,46,0,9.394605034063909e-09,True,4,1.3036791926568285
128,100.0,connected,harmonic,ones,0,jacobi,7,731,768,5.640625,124.7244094488189,413.55607751284737,1,7.750000077066943e-05,0.05163910000010219,0.05171660000087286,532,0,9.398725460175822e-09,True,0,0.0
128,100.0,connected,harmonic,ones,0,cg,8,731,768,5.640625,124.7244094488189,413.55607751284737,1,1.2000000424450263e-06,0.31062049999945884,0.3106216999995013,3590,0,1.0007414141923457e-08,True,0,0.0
128,100.0,connected,harmonic,dipole,1,amg025,9,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.02318680000007589,0.06682610000007116,0.09001290000014706,46,0,5.139924859111397e-09,True,4,1.3036791926568285
128,100.0,connected,harmonic,random,1,amg0,10,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.02641070000026957,0.02891040000031353,0.0553211000005831,10,0,6.832000216747136e-09,True,5,1.3399006034788783
128,100.0,connected,harmonic,random,1,cg,11,732,768,5.640625,124.7244094488189,413.55607751284737,1,1.100000190490391e-06,0.38707499999964057,0.38707609999983106,3510,0,9.795502889694679e-09,True,0,0.0
128,100.0,connected,harmonic,dipole,0,jacobi,12,731,768,5.640625,124.7244094488189,413.55607751284737,1,7.45999996070168e-05,0.04309889999967709,0.043173499999284104,516,0,9.781319281377417e-09,True,0,0.0
128,100.0,connected,harmonic,dipole,0,amg0,13,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.02836820000084117,0.02079779999985476,0.04916600000069593,12,0,2.0367812526374927e-09,True,5,1.3399006034788783
128,100.0,connected,harmonic,random,1,amg025,14,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.021548700000494136,0.07044519999999466,0.09199390000048879,44,0,6.166255632366136e-09,True,4,1.3036791926568285
128,100.0,connected,harmonic,random,0,jacobi,15,731,768,5.640625,124.7244094488189,413.55607751284737,1,7.860000005166512e-05,0.05070939999950497,0.05078799999955663,511,0,9.422396856244489e-09,True,0,0.0
128,100.0,connected,harmonic,dipole,0,amg025,16,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.022732699999323813,0.07462649999979476,0.09735919999911857,46,0,5.13478710564616e-09,True,4,1.3036791926568285
128,100.0,connected,harmonic,random,0,amg0,17,731,768,5.640625,124.7244094488189,413.55607751284737,1,0.025239099999453174,0.016267800000605348,0.04150690000005852,10,0,6.79619497502192e-09,True,5,1.3399006034788783
128,100.0,connected,harmonic,dipole,1,amg0,18,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.024098099999719125,0.018259999999827414,0.04235809999954654,12,0,2.048113492813504e-09,True,5,1.3399006034788783
128,100.0,connected,harmonic,dipole,1,cg,19,732,768,5.640625,124.7244094488189,413.55607751284737,1,1.0000003385357559e-06,0.3114714000003005,0.311472400000639,3541,0,9.63264195500745e-09,True,0,0.0
128,100.0,connected,harmonic,dipole,0,cg,20,731,768,5.640625,124.7244094488189,413.55607751284737,1,9.99999429041054e-07,0.3115618000001632,0.31156279999959224,3541,0,9.63264195500745e-09,True,0,0.0
128,100.0,connected,harmonic,ones,1,amg025,21,732,768,5.640625,124.7244094488189,413.55607751284737,1,0.021020900000621623,0.07528300000012678,0.0963039000007484,46,0,9.401927230872573e-09,True,4,1.3036791926568285
128,100.0,connected,harmonic,dipole,1,jacobi,22,732,768,5.640625,124.7244094488189,413.55607751284737,1,7.660000028408831e-05,0.04340719999981957,0.043483800000103656,516,0,9.781319281377417e-09,True,0,0.0
128,100.0,connected,harmonic,ones,1,jacobi,23,732,768,5.640625,124.7244094488189,413.55607751284737,1,6.979999943723669e-05,0.05270419999942533,0.052773999998862564,532,0,9.398725460175822e-09,True,0,0.0
64,10000.0,disconnected,harmonic,random,0,amg0,0,731,192,469.703125,12697.142857142857,410.2997304458171,2,0.009818499999710184,0.006710700000439829,0.016529200000150013,13,0,3.985501173544256e-09,True,4,1.3290638836179633
64,10000.0,disconnected,harmonic,ones,0,amg0,1,731,192,469.703125,12697.142857142857,410.2997304458171,2,0.011405500000364555,0.008165199999893957,0.019570700000258512,14,0,6.057416015430962e-09,True,4,1.3290638836179633
64,10000.0,disconnected,harmonic,ones,1,amg025,2,732,192,469.703125,12697.142857142857,410.2997304458171,2,0.00844280000001163,0.015992300000107207,0.024435100000118837,30,0,2.415542978388282e-09,True,3,1.3134092346616066
64,10000.0,disconnected,harmonic,ones,0,amg025,3,731,192,469.703125,12697.142857142857,410.2997304458171,2,0.007791600000018661,0.013547499999731372,0.021339099999750033,30,0,2.341245424290922e-09,True,3,1.3134092346616066
64,10000.0,disconnected,harmonic,random,1,cg,4,732,192,469.703125,12697.142857142857,410.2997304458171,2,1.100000190490391e-06,0.08106899999984307,0.08107010000003356,2624,0,9.443262826902542e-09,True,0,0.0
64,10000.0,disconnected,harmonic,dipole,1,cg,5,732,192,469.703125,12697.142857142857,410.2997304458171,2,1.4000006558489986e-06,0.060128800000711635,0.060130200001367484,1407,0,8.011587465428281e-09,True,0,0.0
64,10000.0,disconnected,harmonic,ones,1,cg,6,732,192,469.703125,12697.142857142857,410.2997304458171,2,1.2000000424450263e-06,0.05927449999944656,0.05927569999948901,1677,0,1.1264887453482465e-08,True,0,0.0
64,10000.0,disconnected,harmonic,ones,0,jacobi,7,731,192,469.703125,12697.142857142857,410.2997304458171,2,4.640000042854808e-05,0.006534500000270782,0.00658090000069933,186,0,5.576432797726545e-09,True,0,0.0
64,10000.0,disconnected,harmonic,dipole,1,jacobi,8,732,192,469.703125,12697.142857142857,410.2997304458171,2,4.309999985707691e-05,0.00477610000052664,0.0048192000003837165,123,0,8.418965535796534e-09,True,0,0.0
64,10000.0,disconnected,harmonic,random,1,jacobi,9,732,192,469.703125,12697.142857142857,410.2997304458171,2,5.539999983739108e-05,0.013975600000776467,0.014031000000613858,336,0,9.307831411401557e-09,True,0,0.0
64,10000.0,disconnected,harmonic,ones,1,amg0,10,732,192,469.703125,12697.142857142857,410.2997304458171,2,0.008907100000214996,0.009721700000227429,0.018628800000442425,14,0,6.129686007616562e-09,True,4,1.3290638836179633
