n,contrast,geometry,variant,average,rhs,repeat,order,method,seed,high_nodes,mean,tv,grad,components,setup,solve,total,iterations,info,residual,accepted,complexity
96,1000.0,connected,transpose,arithmetic,dipole_y,1,7,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,1,0.016959700000370503,0.012870799999291194,0.029830499999661697,13,0,9.265336086180256e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,ones,2,0,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,5.999999939376721e-05,0.02525919999970938,0.025319199999103148,454,0,1.000904409969774e-09,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_x,2,1,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,5.3499999921768904e-05,0.024745099999563536,0.024798599999485305,440,0,9.161955011521065e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,ones,2,2,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014605700000174693,0.013709799999560346,0.02831549999973504,14,0,1.8306208161979314e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,dipole_y,2,3,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014386599999852479,0.013092000000142434,0.027478599999994913,13,0,9.197169777429107e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,dipole_y,2,4,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,5.830000009154901e-05,0.024422999999842432,0.02448129999993398,450,0,9.829793971890795e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_x,2,5,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,0.013618599999972503,0.012548400000014226,0.02616699999998673,13,0,8.602524910014667e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,random,2,6,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,7.00999999025953e-05,0.023640000000341388,0.023710100000243983,442,0,9.422874085442483e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,random,2,7,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014899799999511742,0.011711199999808741,0.026610999999320484,12,0,2.2240517554831455e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,ones,3,0,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,5.63000003239722e-05,0.030115900000055262,0.030172200000379235,454,0,1.000904409969774e-09,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_x,3,1,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014755000000150176,0.01247719999992114,0.027232200000071316,13,0,8.801329238547317e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,ones,3,2,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014005400000314694,0.013214699999480217,0.02722009999979491,14,0,1.776262054785592e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,random,3,3,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014894900000399502,0.012168499999461346,0.02706339999986085,12,0,2.246275384152013e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,dipole_y,3,4,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,5.919999966863543e-05,0.02374630000031175,0.023805499999980384,450,0,9.829793971890795e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_y,3,5,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,0.01388039999983448,0.014520099999572267,0.028400499999406748,13,0,9.222229141987252e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,dipole_x,3,6,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,5.760000021837186e-05,0.024622500000077707,0.02468010000029608,440,0,9.161955011521065e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,random,3,7,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,1,5.419999979494605e-05,0.023483999999371008,0.023538199999165954,442,0,9.422874085442483e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_x,4,0,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,5.1699999858101364e-05,0.023768699999891396,0.023820399999749498,440,0,9.161955011521065e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,ones,4,1,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,5.289999990054639e-05,0.025102599999627273,0.02515549999952782,454,0,1.000904409969774e-09,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_y,4,2,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,5.439999949885532e-05,0.023774199999934353,0.02382859999943321,450,0,9.829793971890795e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_y,4,3,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,0.013849199999640405,0.01235759999963193,0.026206799999272334,13,0,9.239722331767536e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,random,4,4,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014714400000229944,0.012146500000199012,0.026860900000428956,12,0,2.244278996939723e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,ones,4,5,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,0.01797279999937018,0.014036399999895366,0.03200919999926555,14,0,1.7917089729727515e-10,True,1.342046388457675
96,1000.0,connected,transpose,arithmetic,random,4,6,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,6.740000026184134e-05,0.024682299999767565,0.024749700000029407,442,0,9.422874085442483e-10,True,0.0
96,1000.0,connected,transpose,arithmetic,dipole_x,4,7,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,1,0.014702899999974761,0.014910400000189838,0.0296133000001646,13,0,8.782015333082035e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,0,0,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,6.11000004937523e-05,0.014594700000088778,0.01465580000058253,246,0,8.411029317240611e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_x,0,1,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,5.9499999224499334e-05,0.0106551999997464,0.0107146999989709,197,0,9.46161201548045e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_y,0,2,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013536200000089593,0.014459299999543873,0.027995499999633466,15,0,2.7498740198414474e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,ones,0,3,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013430699999844364,0.014742299999852548,0.028172999999696913,15,0,4.043962802856128e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,random,0,4,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,6.329999996523838e-05,0.026031000000330096,0.026094300000295334,470,0,9.421657398966224e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_x,0,5,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01341480000064621,0.014408699999876262,0.027823500000522472,15,0,2.914318017390513e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,random,0,6,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.014052500000616419,0.013454599999931816,0.027507100000548235,13,0,6.378625451189938e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,ones,0,7,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,5.710000004910398e-05,0.015381399999569112,0.015438499999618216,276,0,9.67740334220744e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,ones,1,0,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,5.6999999287654646e-05,0.014706800000567455,0.01476379999985511,276,0,9.67740334220744e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_x,1,1,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01391449999937322,0.014948300000469317,0.028862799999842537,15,0,2.9156339071612234e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,1,2,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013959599999907368,0.014497299999675306,0.028456899999582674,15,0,2.815433027350114e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,1,3,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,6.22000006842427e-05,0.013569099999585887,0.01363130000027013,246,0,8.411029317240611e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,random,1,4,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,6.8700000156241e-05,0.02471160000004602,0.02478030000020226,470,0,9.421657398966224e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,random,1,5,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.014963099999476981,0.012583499999891501,0.027546599999368482,13,0,6.380567436513025e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_x,1,6,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,5.8200000239594374e-05,0.01366870000038034,0.013726900000619935,197,0,9.46161201548045e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,ones,1,7,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013898100000005797,0.014234100000066974,0.02813220000007277,15,0,3.9988208016752235e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,2,0,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013000100000681414,0.014409899999918707,0.02741000000060012,15,0,2.801453894274475e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_x,2,1,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,0.012902599999506492,0.014123499999186606,0.0270260999986931,15,0,2.918768025119239e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,ones,2,2,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,5.6599999879836105e-05,0.020012599999972736,0.02006919999985257,276,0,9.67740334220744e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,random,2,3,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,0.012805700000171782,0.012634800000341784,0.025440500000513566,13,0,6.387563813317582e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,2,4,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,5.609999971056823e-05,0.013399399999798334,0.013455499999508902,246,0,8.411029317240611e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_x,2,5,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,5.330000021785963e-05,0.01069550000011077,0.010748800000328629,197,0,9.46161201548045e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,random,2,6,jacobi,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,5.270000019663712e-05,0.026448700000401004,0.02650140000059764,470,0,9.421657398966224e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,ones,2,7,amg0,1703,432,47.828125,1261.8947368421052,464.02945705181685,2,0.014097999999648891,0.01538689999961207,0.02948489999926096,15,0,4.0277221359291417e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,random,3,0,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013422900000477966,0.012728099999549158,0.026151000000027125,13,0,6.326259509768014e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_x,3,1,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013329800000065006,0.015410099999826343,0.02873989999989135,15,0,2.889625773617222e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,3,2,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,5.669999973179074e-05,0.013520800000151212,0.013577499999883003,246,0,8.411029317240611e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,ones,3,3,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,5.2999999752501026e-05,0.015256399999998393,0.015309399999750894,276,0,9.67740334220744e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,ones,3,4,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01322009999967122,0.015189700000519224,0.028409800000190444,15,0,3.9902370172581973e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_x,3,5,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,5.7700000070326496e-05,0.011435899999924004,0.01149359999999433,197,0,9.46161201548045e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_y,3,6,amg0,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01296360000014829,0.014202299999851675,0.027165899999999965,15,0,2.772630283087612e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,random,3,7,jacobi,1704,432,47.828125,1261.8947368421052,464.02945705181685,2,5.7300000662507955e-05,0.025199300000167568,0.025256600000830076,470,0,9.421657398966224e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_y,4,0,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,5.469999996421393e-05,0.013928800000030606,0.01398349999999482,246,0,8.411029317240611e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_x,4,1,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013847199999872828,0.015233500000249478,0.029080700000122306,15,0,2.8996256318702477e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,dipole_y,4,2,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013796199999887904,0.014991400000326394,0.028787600000214297,15,0,2.79514540668339e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,ones,4,3,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01626109999961045,0.015012800000477,0.03127390000008745,15,0,4.0024569640726153e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,ones,4,4,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,5.919999966863543e-05,0.015083299999787414,0.01514249999945605,276,0,9.67740334220744e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,dipole_x,4,5,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,5.4999999520077836e-05,0.01083939999989525,0.010894399999415327,197,0,9.46161201548045e-10,True,0.0
96,1000.0,disconnected,transpose,harmonic,random,4,6,amg0,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013741799999479554,0.013028499999563792,0.026770299999043345,13,0,6.351231147591218e-10,True,1.342046388457675
96,1000.0,disconnected,transpose,harmonic,random,4,7,jacobi,1705,432,47.828125,1261.8947368421052,464.02945705181685,2,5.710000004910398e-05,0.02638680000018212,0.026443900000231224,470,0,9.421657398966224e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,0,0,jacobi,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,6.959999973332742e-05,0.028691400000752765,0.028761000000486092,328,0,9.81318847343458e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_x,0,1,jacobi,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,7.499999992433004e-05,0.022896700000273995,0.022971700000198325,266,0,9.116921635735068e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,0,2,amg0,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,0.02213370000026771,0.02448660000027303,0.04662030000054074,16,0,4.674650764821692e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,ones,0,3,amg0,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,0.02118270000028133,0.0241267000001244,0.04530940000040573,16,0,5.822558010844066e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,0,4,jacobi,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,9.589999990566866e-05,0.05496619999939867,0.05506209999930434,634,0,9.708283193027376e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_x,0,5,amg0,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,0.021674399999938032,0.02501769999980752,0.04669209999974555,16,0,4.778220735631818e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,0,6,amg0,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022928300000785384,0.02202359999955661,0.04495190000034199,14,0,5.402640376273936e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,ones,0,7,jacobi,1701,768,47.828125,1258.5826771653544,620.3341162692709,2,7.710000045335619e-05,0.03193399999963731,0.032011100000090664,366,0,1.3814990133655381e-09,True,0.0
128,1000.0,disconnected,transpose,harmonic,ones,1,0,amg0,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022009500000422122,0.02600189999975555,0.04801140000017767,16,0,6.01966724860009e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_y,1,1,amg0,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,0.021614799999952083,0.025259900000492053,0.046874700000444136,16,0,4.689180802549569e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,1,2,jacobi,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,8.569999954488594e-05,0.0556018999996013,0.05568759999914619,634,0,9.708283193027376e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,ones,1,3,jacobi,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,7.15000005584443e-05,0.030974500000411354,0.031046000000969798,366,0,1.3814990133655381e-09,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_x,1,4,jacobi,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,7.920000007288763e-05,0.023800999999366468,0.023880199999439355,266,0,9.116921635735068e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,1,5,jacobi,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,7.230000028357608e-05,0.027248899999904097,0.027321200000187673,328,0,9.81318847343458e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,random,1,6,amg0,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,0.02122369999960938,0.02212450000024546,0.04334819999985484,14,0,5.514161258328836e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_x,1,7,amg0,1702,768,47.828125,1258.5826771653544,620.3341162692709,2,0.02105440000013914,0.024398000000473985,0.045452400000613125,16,0,4.807230112731313e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_y,2,0,amg0,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022107199999481963,0.025376200000209792,0.047483399999691756,16,0,4.672737151492372e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,ones,2,1,amg0,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,0.021753699999862874,0.025315100000625534,0.04706880000048841,16,0,6.016479785480189e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,2,2,amg0,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022617499999796564,0.022229199999856064,0.04484669999965263,14,0,5.469840743945862e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,ones,2,3,jacobi,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,0.000120499999866297,0.0324190000001181,0.0325394999999844,366,0,1.3814990133655381e-09,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,2,4,jacobi,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,8.210000032704556e-05,0.03071249999993597,0.030794600000263017,328,0,9.81318847343458e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_x,2,5,jacobi,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,8.309999975608662e-05,0.02435799999966548,0.024441099999421567,266,0,9.116921635735068e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,random,2,6,jacobi,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,7.349999941652641e-05,0.05611849999968399,0.05619199999910052,634,0,9.708283193027376e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_x,2,7,amg0,1703,768,47.828125,1258.5826771653544,620.3341162692709,2,0.0225494999995135,0.026185200000327313,0.048734699999840814,16,0,4.803511570843433e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_x,3,0,jacobi,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,7.399999958579428e-05,0.023652200000469747,0.023726200000055542,266,0,9.116921635735068e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,3,1,jacobi,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,7.869999990361976e-05,0.030347000000801927,0.030425700000705547,328,0,9.81318847343458e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,3,2,amg0,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022681700000248384,0.02452860000084911,0.047210300001097494,16,0,4.720609206893306e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,3,3,jacobi,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,7.230000028357608e-05,0.05333500000051572,0.053407300000799296,634,0,9.708283193027376e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,ones,3,4,jacobi,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,7.389999973383965e-05,0.03130700000019715,0.03138089999993099,366,0,1.3814990133655381e-09,True,0.0
128,1000.0,disconnected,transpose,harmonic,ones,3,5,amg0,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,0.02251909999995405,0.02433310000014899,0.04685220000010304,16,0,5.878756150601202e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_x,3,6,amg0,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,0.0227829000004931,0.024640200000249024,0.047423100000742124,16,0,4.806818674655429e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,3,7,amg0,1704,768,47.828125,1258.5826771653544,620.3341162692709,2,0.021909900000537164,0.021428699999887613,0.043338600000424776,14,0,5.515077873955705e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_x,4,0,amg0,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,0.021832500000527943,0.024180899999919347,0.04601340000044729,16,0,4.828083376770079e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,dipole_x,4,1,jacobi,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,7.349999941652641e-05,0.023216300000058254,0.02328979999947478,266,0,9.116921635735068e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,ones,4,2,jacobi,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,7.589999950141646e-05,0.030706800000189105,0.03078269999969052,366,0,1.3814990133655381e-09,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,4,3,jacobi,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,7.350000032602111e-05,0.028206700000737328,0.02828020000106335,328,0,9.81318847343458e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,dipole_y,4,4,amg0,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022608199999922363,0.02482719999989058,0.047435399999812944,16,0,4.69568985992115e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,4,5,amg0,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,0.02214559999993071,0.022819199999503326,0.044964799999434035,14,0,5.562950701412719e-10,True,1.3399006034788783
128,1000.0,disconnected,transpose,harmonic,random,4,6,jacobi,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,7.60000002628658e-05,0.052325999999993655,0.05240200000025652,634,0,9.708283193027376e-10,True,0.0
128,1000.0,disconnected,transpose,harmonic,ones,4,7,amg0,1705,768,47.828125,1258.5826771653544,620.3341162692709,2,0.022237700000005134,0.02539280000019062,0.04763050000019575,16,0,5.93288913414451e-10,True,1.3399006034788783
96,1000.0,disconnected,shift_x,arithmetic,dipole_x,0,0,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01445999999941705,0.015969099999892933,0.030429099999309983,16,0,3.783611365655255e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,random,0,1,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,5.529999998543644e-05,0.026029300000118383,0.02608460000010382,469,0,9.751255544367017e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,random,0,2,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01482899999973597,0.013150199999472534,0.027979199999208504,14,0,7.425942466325576e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,dipole_y,0,3,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.014277900000706722,0.016434900000604102,0.030712800001310825,16,0,4.2759353283779884e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,ones,0,4,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,7.070000083331252e-05,0.01882460000069841,0.018895300001531723,352,0,9.536179824784279e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,ones,0,5,amg0,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,0.014812000000347325,0.015065199999298784,0.02987719999964611,16,0,5.386415177271642e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,dipole_x,0,6,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,5.959999998594867e-05,0.018933999999717344,0.018993599999703292,336,0,8.543504510463124e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,dipole_y,0,7,jacobi,1701,432,47.828125,1261.8947368421052,464.02945705181685,2,5.400000009103678e-05,0.016539699999157165,0.0165936999992482,306,0,9.39143095115245e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,dipole_y,1,0,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,5.1900000471505336e-05,0.01593460000003688,0.015986500000508386,306,0,9.39143095115245e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,dipole_y,1,1,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.01404850000017177,0.016041800000493822,0.030090300000665593,16,0,4.2631110662079606e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,ones,1,2,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.013882700000067416,0.015068499999870255,0.02895119999993767,16,0,5.369373577610256e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,random,1,3,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,6.269999994401587e-05,0.02583909999975731,0.025901799999701325,469,0,9.751255544367017e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,dipole_x,1,4,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.014805300000261923,0.01626349999969534,0.031068799999957264,16,0,3.7563408082838866e-10,True,1.342046388457675
96,1000.0,disconnected,shift_x,arithmetic,dipole_x,1,5,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,5.7700000070326496e-05,0.018801000000166823,0.01885870000023715,336,0,8.543504510463124e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,ones,1,6,jacobi,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,5.719999990105862e-05,0.020653300000049057,0.020710499999950116,352,0,9.536179824784279e-10,True,0.0
96,1000.0,disconnected,shift_x,arithmetic,random,1,7,amg0,1702,432,47.828125,1261.8947368421052,464.02945705181685,2,0.015336800000113726,0.014963100000386476,0.0302999000005002,14,0,7.377390446107574e-10,True,1.342046388457675
